ORDER_ID,ASN_DN,SHIPMENT_MODE,SCHEDULED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_RECORDED_DATE
SO-21870,DN-1087,Air,0009-03-02,0009-03-02,0009-03-02
SO-17752,DN-1093,Air,0009-03-03,0009-03-03,0009-03-03
SO-17911,DN-1094,Air,0009-03-19,0009-03-19,0009-03-19
SO-17700,DN-992,Air,0009-01-09,0009-01-09,0009-01-09
SO-23040,DN-1106,Air,0009-02-26,0009-02-26,0009-02-26
SO-21842,DN-1097,Air,0009-03-18,0009-03-18,0009-03-18
SO-17754,DN-1125,Air,0009-04-08,0009-04-08,0009-04-08
SO-2728,DN-917,Air,0008-09-24,0008-09-24,0008-09-24
SO-15930,DN-944,Air,0008-11-04,0008-11-04,0008-11-04
SO-15051,DN-1057,Air,0009-01-19,0009-01-19,0009-01-19
SO-10540,DN-844,Air,0008-07-24,0008-07-24,0008-07-24
SO-17900,DN-987,Air,0009-01-06,0009-01-06,0009-01-06
SO-22000,DN-1060,Air,0009-02-18,0009-02-18,0009-02-18
SO-22010,DN-1061,Air,0009-01-29,0009-01-29,0009-01-29
SO-2554,DN-960,Air,0008-10-30,0008-10-30,0008-10-30
SO-21840,DN-1120,Air,0009-05-26,0009-05-26,0009-05-26
SO-21840,DN-1120,Air,0009-05-26,0009-05-26,0009-05-26
SO-21801,DN-1135,Air Charter,0009-03-19,0009-03-19,0009-03-19
SO-27030,DN-1161,Air,0009-03-20,0009-03-20,0009-03-20
SO-2478,DN-981,Truck,0008-11-07,0008-11-07,0008-11-07
SO-970,DN-1163,Air,0009-03-23,0009-03-23,0009-03-23
SO-21871,DN-1170,Air,0009-06-19,0009-06-19,0009-06-19
SO-17610,DN-1178,Truck,0009-04-27,0009-04-27,0009-04-27
SO-27870,DN-1195,Air,0009-06-16,0009-06-16,0009-06-16
SO-22521,DN-1196,Air Charter,0009-05-08,0009-05-08,0009-05-08
SO-26180,DN-1197,Air,0009-04-24,0009-04-24,0009-04-24
SO-22523,DN-1202,Air,0009-04-29,0009-04-29,0009-04-29
SO-23431,DN-1203,Air Charter,0009-05-08,0009-05-08,0009-05-08
SO-24830,DN-1205,Air,0009-05-19,0009-05-19,0009-05-19
SO-26250,DN-1212,Air Charter,0009-05-08,0009-05-08,0009-05-08
SO-24870,DN-1218,Air,0009-05-22,0009-05-22,0009-05-22
SO-21883,DN-1220,Air,0009-05-20,0009-05-20,0009-05-20
SO-22525,DN-1206,Ocean,0009-04-30,0009-04-30,0009-04-30
SO-24840,DN-1221,Air,0009-05-22,0009-05-22,0009-05-22
SO-26140,DN-1222,Air,0009-06-24,0009-06-24,0009-06-24
SO-27520,DN-1234,Air,0009-06-11,0009-06-11,0009-06-11
SO-27520,DN-1234,Air,0009-06-11,0009-06-11,0009-06-11
SO-30710,DN-1236,Truck,0009-08-12,0009-08-12,0009-08-12
SO-22840,DN-1245,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-30460,DN-1251,Air,0009-06-15,0009-06-15,0009-06-15
SO-30110,DN-1256,Air,0009-06-24,0009-06-24,0009-06-24
SO-31430,DN-1281,Air,0009-06-26,0009-06-26,0009-06-26
SO-29060,DN-1285,Truck,0009-07-02,0009-07-02,0009-07-02
SO-31900,DN-1286,Air,0009-07-02,0009-07-02,0009-07-02
SO-31960,DN-1297,Air,0009-06-30,0009-06-30,0009-06-30
SO-30170,DN-1309,Air,0009-06-24,0009-06-24,0009-06-24
SO-32510,DN-1329,Truck,0009-09-04,0009-09-04,0009-09-04
SO-32640,DN-1342,Air Charter,0009-08-04,0009-08-04,0009-08-04
SO-27815,DN-1351,Air Charter,0009-08-04,0009-08-04,0009-08-04
SO-31951,DN-1362,Truck,0009-09-15,0009-09-15,0009-09-15
SO-31460,DN-1300,Air,0009-09-15,0009-09-15,0009-09-15
SO-30120,DN-1369,Air,0009-08-10,0009-08-10,0009-08-10
SO-32530,DN-1380,Truck,0009-09-17,0009-09-17,0009-09-17
SO-32570,DN-1396,Truck,0009-10-07,0009-10-07,0009-10-07
SO-17660,DN-1403,Truck,0009-09-22,0009-09-22,0009-09-22
SO-18750,DN-1431,Truck,0009-09-25,0009-09-25,0009-09-25
SO-32850,DN-1432,Truck,0009-10-02,0009-10-02,0009-10-02
SO-26421,DN-1413,Air,0009-08-27,0009-08-27,0009-08-27
SO-27820,DN-1440,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-31282,DN-1459,Truck,0009-10-26,0009-10-26,0009-10-26
SO-33630,DN-1471,Air,0009-10-06,0009-10-06,0009-10-06
SO-32770,DN-1465,Air,0009-10-13,0009-10-13,0009-10-13
SO-33340,DN-1485,Air,0009-11-13,0009-11-13,0009-11-13
SO-34060,DN-1518,Air,0009-11-16,0009-11-16,0009-11-16
SO-15520,DN-1549,Air,0010-01-06,0010-01-06,0010-01-06
SO-325,DN-18,Air,0007-03-29,0007-03-29,0007-03-29
SO-131,DN-1,,0006-09-20,0006-07-13,0006-07-13
SO-203,DN-39,,0007-03-28,0007-03-28,0007-03-28
SO-380,DN-88,Air,0007-05-04,0007-05-04,0007-05-04
SO-232,DN-89,,0007-05-04,0007-05-04,0007-05-04
SO-309,DN-98,,0007-04-27,0007-04-27,0007-04-27
SO-478,DN-99,,0007-04-26,0007-04-26,0007-04-26
SO-205,DN-120,,0007-05-16,0007-05-16,0007-05-16
SO-490,DN-110,Air,0007-04-19,0007-04-19,0007-04-19
SO-311,DN-129,,0007-05-15,0007-05-15,0007-05-15
SO-474,DN-138,,0007-05-24,0007-05-24,0007-05-24
SO-374,DN-56,,0007-03-26,0007-03-26,0007-03-26
SO-395,DN-66,Air,0007-04-13,0007-04-13,0007-04-13
SO-260,DN-68,Air,0007-05-04,0007-05-04,0007-05-04
SO-433,DN-77,,0007-04-30,0007-04-30,0007-04-30
SO-432,DN-82,,0007-04-30,0007-04-30,0007-04-30
SO-306,DN-144,Air,0007-07-06,0007-07-06,0007-07-06
SO-517,DN-160,,0007-06-15,0007-06-15,0007-06-15
SO-671,DN-189,Air,0007-06-20,0007-06-20,0007-06-20
SO-518,DN-149,,0007-05-18,0007-05-18,0007-05-18
SO-640,DN-173,,0007-06-21,0007-06-21,0007-06-21
SO-641,DN-174,,0007-06-08,0007-06-08,0007-06-08
SO-758,DN-234,Air,0007-07-13,0007-07-13,0007-07-13
SO-441,DN-246,Air,0007-08-13,0007-08-13,0007-08-13
SO-489,DN-248,Air,0007-07-26,0007-07-26,0007-07-26
SO-733,DN-267,,0007-08-03,0007-08-03,0007-08-03
SO-524,DN-268,,0007-08-14,0007-08-14,0007-08-14
SO-410,DN-219,,0007-07-10,0007-07-10,0007-07-10
SO-774,DN-242,Air,0007-08-21,0007-08-21,0007-08-21
SO-815,DN-262,,0007-08-03,0007-08-03,0007-08-03
SO-824,DN-266,Air,0007-08-02,0007-08-02,0007-08-02
SO-502,DN-282,Air,0007-10-10,0007-10-10,0007-10-10
SO-590,DN-220,,0007-07-18,0007-07-18,0007-07-18
SO-543,DN-227,,0007-07-18,0007-07-18,0007-07-18
SO-884,DN-322,,0007-09-07,0007-09-07,0007-09-07
SO-455,DN-290,,0007-09-10,0007-09-10,0007-09-10
SO-455,DN-290,,0007-09-10,0007-09-10,0007-09-10
SO-455,DN-290,,0007-09-10,0007-09-10,0007-09-10
SO-298,DN-304,Air,0007-09-21,0007-09-21,0007-09-21
SO-298,DN-304,Air,0007-09-21,0007-09-21,0007-09-21
SO-959,DN-320,,0007-08-30,0007-08-30,0007-08-30
SO-898,DN-357,Truck,0007-09-18,0007-09-18,0007-09-18
SO-1074,DN-354,Truck,0007-09-18,0007-09-18,0007-09-18
SO-1081,DN-363,,0007-10-16,0007-10-16,0007-10-16
SO-963,DN-323,,0007-09-14,0007-09-14,0007-09-14
SO-914,DN-332,,0007-09-04,0007-09-04,0007-09-04
SO-914,DN-332,,0007-09-04,0007-09-04,0007-09-04
SO-626,DN-329,,0007-08-31,0007-08-31,0007-08-31
SO-999,DN-349,,0007-09-12,0007-09-12,0007-09-12
SO-977,DN-396,,0007-11-12,0007-11-12,0007-11-12
SO-1099,DN-372,,0007-10-06,0007-10-06,0007-10-06
SO-535,DN-380,,0007-10-17,0007-10-17,0007-10-17
SO-565,DN-373,Air,0007-09-20,0007-09-20,0007-09-20
SO-1038,DN-426,Air,0007-11-29,0007-11-29,0007-11-29
SO-1245,DN-423,Air,0007-11-13,0007-11-13,0007-11-13
SO-1150,DN-425,Air,0007-11-16,0007-11-16,0007-11-16
SO-1546,DN-609,Air,0008-02-19,0008-02-19,0008-02-19
SO-1663,DN-611,Air,0008-03-06,0008-02-19,0008-02-19
SO-1233,DN-416,Air,0007-11-07,0007-11-07,0007-11-07
SO-1101,DN-434,Air,0007-11-22,0007-11-22,0007-11-22
SO-1078,DN-438,,0007-11-21,0007-11-21,0007-11-21
SO-1286,DN-458,Air,0007-12-05,0007-12-05,0007-12-05
SO-1286,DN-458,Air,0007-12-05,0007-12-05,0007-12-05
SO-604,DN-446,Air,0007-11-30,0007-11-30,0007-11-30
SO-1297,DN-449,Air,0007-12-18,0007-12-18,0007-12-18
SO-567,DN-475,Air,0007-12-03,0007-12-03,0007-12-03
SO-567,DN-475,Air,0007-12-03,0007-12-03,0007-12-03
SO-1040,DN-487,Air,0008-02-08,0008-02-08,0008-02-08
SO-1483,DN-501,Air,0007-12-14,0007-12-14,0007-12-14
SO-1504,DN-515,Air,0008-01-09,0008-01-09,0008-01-09
SO-1570,DN-535,Air,0008-01-09,0008-01-09,0008-01-09
SO-1523,DN-520,Air,0007-12-20,0007-12-20,0007-12-20
SO-1039,DN-601,Air,0008-04-08,0008-04-05,0008-04-05
SO-1820,DN-622,,0008-03-11,0008-03-11,0008-03-11
SO-710,DN-488,Air,0008-01-14,0008-01-14,0008-01-14
SO-1285,DN-627,Air,0008-03-08,0008-03-08,0008-03-08
SO-1039,DN-628,Air,0008-04-08,0008-04-05,0008-04-05
SO-1287,DN-614,Air,0008-03-04,0008-02-21,0008-02-21
SO-1542,DN-541,Air,0007-12-20,0008-01-09,0008-01-09
SO-1299,DN-534,Air,0008-02-15,0008-02-15,0008-02-15
SO-1679,DN-581,Air,0008-02-05,0008-02-05,0008-02-05
SO-1112,DN-582,Air,0008-02-01,0008-02-01,0008-02-01
SO-1082,DN-589,,0008-02-28,0008-02-28,0008-02-28
SO-714,DN-709,Air,0008-04-21,0008-04-21,0008-04-21
SO-2594,DN-802,Air,0008-07-04,0008-07-04,0008-07-04
SO-2351,DN-717,Air,0008-04-18,0008-04-18,0008-04-18
SO-1901,DN-735,Air,0008-05-14,0008-05-14,0008-05-14
SO-1615,DN-698,Air,0008-06-23,0008-06-23,0008-06-23
SO-2575,DN-737,Air,0008-05-14,0008-05-14,0008-05-14
SO-2556,DN-748,Truck,0008-06-30,0008-06-30,0008-06-30
SO-2556,DN-748,Truck,0008-06-30,0008-06-30,0008-06-30
SO-2045,DN-761,Air,0008-06-02,0008-06-02,0008-06-02
SO-2670,DN-768,Truck,0008-07-18,0008-07-18,0008-07-18
SO-2485,DN-828,Truck,0008-07-29,0008-07-29,0008-07-29
SO-10970,DN-831,Air,0008-08-21,0008-08-21,0008-08-21
SO-2053,DN-744,Air,0008-06-02,0008-06-02,0008-06-02
SO-1950,DN-669,,0008-03-27,0008-03-27,0008-03-27
SO-2050,DN-736,Air,0008-05-29,0008-05-29,0008-05-29
SO-2050,DN-736,Air,0008-05-29,0008-05-29,0008-05-29
SO-716,DN-770,Air,0008-06-09,0008-06-09,0008-06-09
SO-11520,DN-842,Air,0008-08-20,0008-08-20,0008-08-20
SO-1052,DN-838,Truck,0008-07-26,0008-07-26,0008-07-26
SO-1291,DN-686,Air,0008-04-03,0008-04-03,0008-04-03
SO-2545,DN-779,Air,0008-06-19,0008-06-19,0008-06-19
SO-2042,DN-682,Air,0008-03-21,0008-03-21,0008-03-21
SO-2356,DN-801,Air,0008-06-30,0008-06-30,0008-06-30
SO-1615,DN-698,Air,0008-06-23,0008-06-23,0008-06-23
SO-1921,DN-645,Truck,0008-03-07,0008-03-07,0008-03-07
SO-1973,DN-697,Truck,0008-03-31,0008-03-31,0008-03-31
SO-2217,DN-699,Air,0008-04-21,0008-04-21,0008-04-21
SO-1995,DN-683,Air,0008-04-17,0008-04-17,0008-04-17
SO-1536,DN-630,Air,0008-02-01,0008-03-06,0008-03-06
SO-1873,DN-773,Air,0008-06-17,0008-06-17,0008-06-17
SO-1053,DN-774,Truck,0008-06-17,0008-06-17,0008-06-17
SO-2621,DN-812,Air,0008-08-21,0008-08-21,0008-08-21
SO-2484,DN-976,Truck,0008-11-07,0008-11-07,0008-11-07
SO-2487,DN-977,Truck,0008-11-07,0008-11-07,0008-11-07
SO-16210,DN-1047,Air,0009-01-19,0009-01-19,0009-01-19
SO-11460,DN-963,Truck,0008-10-16,0008-10-16,0008-10-16
SO-2561,DN-845,Truck,0008-08-22,0008-08-22,0008-08-22
SO-12140,DN-860,Air,0008-08-11,0008-08-11,0008-08-11
SO-12140,DN-860,Air,0008-08-11,0008-08-11,0008-08-11
SO-2729,DN-1008,Air,0008-11-17,0008-11-17,0008-11-17
SO-10660,DN-1011,Air,0008-11-20,0008-11-20,0008-11-20
SO-12710,DN-879,Truck,0008-08-20,0008-08-20,0008-08-20
SO-2727,DN-888,Air,0008-08-31,0008-08-31,0008-08-31
SO-10550,DN-889,Air,0008-09-16,0008-09-16,0008-09-16
SO-14930,DN-1004,Air,0008-11-17,0008-11-17,0008-11-17
SO-11032,DN-920,Air,0008-09-26,0008-09-26,0008-09-26
SO-11450,DN-937,Truck,0008-09-25,0008-09-25,0008-09-25
SO-2486,DN-912,Truck,0008-09-23,0008-09-23,0008-09-23
SO-21980,DN-1049,Air,0009-01-15,0009-01-15,0009-01-15
SO-1697,DN-893,,0008-09-15,0008-09-15,0008-09-15
SO-15080,DN-1034,Air,0009-02-21,0009-02-21,0009-02-21
SO-14000,DN-1044,Truck,0009-02-16,0009-02-16,0009-02-16
SO-2424,DN-850,Air,0008-09-05,0008-09-05,0008-09-05
SO-14230,DN-907,Truck,0008-09-16,0008-09-16,0008-09-16
SO-14230,DN-907,Truck,0008-09-16,0008-09-16,0008-09-16
SO-21350,DN-1037,Air,0008-12-19,0008-12-19,0008-12-19
SO-17751,DN-1077,Air,0009-02-19,0009-02-19,0009-02-19
SO-21841,DN-1098,Air,0009-02-27,0009-02-27,0009-02-27
SO-18100,DN-1115,Truck,0009-04-06,0009-04-06,0009-04-06
SO-22440,DN-1147,Air,0009-04-01,0009-04-01,0009-04-01
SO-22440,DN-1147,Air,0009-04-01,0009-04-01,0009-04-01
SO-18100,DN-1115,Truck,0009-04-06,0009-04-06,0009-04-06
SO-21880,DN-1152,Air,0009-04-30,0009-04-30,0009-04-30
SO-21880,DN-1152,Air,0009-04-30,0009-04-30,0009-04-30
SO-14040,DN-905,Air,0008-09-23,0008-09-23,0008-09-23
SO-11230,DN-883,Air,0008-08-24,0008-08-24,0008-08-24
SO-2479,DN-861,Truck,0008-08-20,0008-08-20,0008-08-20
SO-11860,DN-852,Air,0008-08-22,0008-08-22,0008-08-22
SO-22000,DN-1060,Air,0009-02-18,0009-02-18,0009-02-18
SO-22010,DN-1061,Air,0009-01-29,0009-01-29,0009-01-29
SO-22030,DN-1062,Air,0009-03-04,0009-03-04,0009-03-04
SO-2554,DN-960,Air,0008-10-30,0008-10-30,0008-10-30
SO-13000,DN-1026,Air,0008-12-17,0008-12-17,0008-12-17
SO-22800,DN-1123,Air Charter,0009-03-19,0009-03-19,0009-03-19
SO-20960,DN-1124,Air Charter,0009-03-19,0009-03-19,0009-03-19
SO-21806,DN-1140,Air Charter,0009-03-19,0009-03-19,0009-03-19
SO-19340,DN-1122,Air,0009-04-29,0009-04-29,0009-04-29
SO-13980,DN-972,Truck,0008-10-31,0008-10-31,0008-10-31
SO-27020,DN-1160,Air,0009-03-20,0009-03-20,0009-03-20
SO-22830,DN-1166,Air Charter,0009-05-08,0009-05-08,0009-05-08
SO-18110,DN-1168,Truck,0009-04-27,0009-04-27,0009-04-27
SO-17531,DN-1181,Truck,0009-06-03,0009-06-03,0009-06-03
SO-18740,DN-1180,Truck,0009-05-11,0009-05-11,0009-05-11
SO-22831,DN-1172,Air,0009-04-30,0009-04-30,0009-04-30
SO-20962,DN-1182,Air,0009-04-30,0009-04-30,0009-04-30
SO-23430,DN-1183,Air Charter,0009-05-08,0009-05-08,0009-05-08
SO-30700,DN-1235,Truck,0009-08-12,0009-08-12,0009-08-12
SO-21050,DN-1244,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-21050,DN-1244,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-30070,DN-1254,Air,0009-06-01,0009-06-01,0009-06-01
SO-24480,DN-1276,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-30024,DN-1291,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-24481,DN-1296,Air Charter,0009-06-16,0009-06-16,0009-06-16
SO-32110,DN-1305,Air,0009-08-20,0009-08-20,0009-08-20
SO-17640,DN-1324,Air,0009-09-04,0009-09-04,0009-09-04
SO-26423,DN-1332,Truck,0009-08-27,0009-08-27,0009-08-27
SO-32647,DN-1341,Air Charter,0009-08-04,0009-08-04,0009-08-04
SO-30310,DN-1363,Truck,0009-09-29,0009-09-29,0009-09-29
SO-32750,DN-1372,Air,0009-08-27,0009-08-27,0009-08-27
SO-32760,DN-1373,Air,0009-07-31,0009-07-31,0009-07-31
SO-32730,DN-1374,Air,0009-07-31,0009-07-31,0009-07-31
SO-32220,DN-1390,Air,0009-08-21,0009-08-21,0009-08-21
SO-32920,DN-1397,Air,0009-08-24,0009-08-24,0009-08-24
SO-31440,DN-1408,Ocean,0009-09-15,0009-09-15,0009-09-15
SO-29030,DN-1407,Truck,0009-10-19,0009-10-19,0009-10-19
SO-33220,DN-1422,Air,0009-09-16,0009-09-16,0009-09-16
SO-32940,DN-1425,Air,0009-10-07,0009-10-07,0009-10-07
SO-33230,DN-1427,Air,0009-09-25,0009-09-25,0009-09-25
SO-33332,DN-1435,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-33336,DN-1437,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-27823,DN-1442,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-33338,DN-1445,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-33339,DN-1446,Air Charter,0009-10-20,0009-10-20,0009-10-20
SO-33021,DN-1448,Truck,0009-10-13,0009-10-13,0009-10-13
SO-26425,DN-1455,Truck,0009-09-17,0009-09-17,0009-09-17
SO-33650,DN-1473,Truck,0009-09-30,0009-08-12,0009-08-12
SO-33650,DN-1473,Truck,0009-09-30,0009-08-12,0009-08-12
SO-34250,DN-1497,Air,0009-10-22,0009-10-22,0009-10-22
SO-34350,DN-1502,Air,0009-10-27,0009-10-27,0009-10-27
SCMS-58380,ASN-5901,Air,0010-02-16,0010-02-19,0010-02-19
SCMS-188650,ASN-23215,Air,0014-01-09,0014-01-09,0014-01-09
SCMS-256500,ASN-31164,Air,0015-05-12,0015-05-12,0015-05-14
SCMS-138620,ASN-14950,Air,0012-06-12,0012-06-12,0012-06-12
SCMS-181400,ASN-19428,Air,0013-08-16,0013-08-16,0013-08-16
SCMS-263040,ASN-31553,Air,0015-04-15,0015-04-15,0015-04-15
SCMS-179360,ASN-19161,Air,0013-06-10,0013-06-10,0013-06-10
SCMS-141760,ASN-14830,Air,0012-06-01,0012-06-01,0012-06-01
SCMS-131040,ASN-13448,Air,0012-01-30,0012-01-30,0012-01-30
SCMS-226220,ASN-26923,Air,0014-07-29,0014-07-29,0014-08-06
SCMS-103410,ASN-12172,Ocean,0011-09-14,0011-10-27,0011-10-27
SCMS-259075,ASN-32122,Truck,0015-05-12,0015-05-12,0015-05-12
SCMS-238550,ASN-30792,Truck,0015-02-19,0015-02-19,0015-02-19
SCMS-188540,ASN-21695,Air,0013-10-11,0013-10-09,0013-10-09
SCMS-236120,ASN-27809,Air,0014-09-16,0014-09-16,0014-10-01
SCMS-199283,ASN-27979,Truck,0014-08-27,0014-08-27,0014-08-27
SCMS-162440,ASN-17530,Air,0013-01-09,0013-01-10,0013-01-10
SCMS-244720,ASN-26962,Air,0014-01-14,0014-01-14,0014-02-07
SCMS-118360,ASN-13217,Air,0011-12-12,0011-11-30,0011-11-30
SCMS-68910,ASN-7440,Air,0010-08-24,0010-08-24,0010-08-24
SCMS-48630,ASN-4783,Air,0009-09-15,0009-09-15,0009-09-15
SCMS-199283,ASN-27978,Truck,0014-08-27,0014-08-27,0014-08-27
SCMS-274370,ASN-32259,Air,0015-07-13,0015-07-13,0015-07-14
SCMS-51780,ASN-5008,Air,0009-10-26,0009-10-26,0009-10-26
SCMS-84420,ASN-8578,Air,0010-11-02,0010-11-02,0010-11-02
SCMS-131880,ASN-14110,Air,0012-03-29,0012-03-29,0012-03-29
SCMS-163880,ASN-17939,Ocean,0013-06-21,0013-06-21,0013-06-21
SCMS-53520,ASN-6395,Air,0010-03-19,0010-03-19,0010-03-19
SCMS-259072,ASN-30377,Truck,0015-01-26,0015-01-26,0015-01-26
SCMS-261510,ASN-30067,Ocean,0015-03-13,0015-03-13,0015-03-18
SCMS-246550,ASN-29074,Air,0014-11-03,0014-11-03,0014-11-07
SCMS-253260,ASN-28279,Air,0014-11-04,0014-11-04,0014-11-20
SCMS-120472,ASN-13347,Air,0012-02-08,0012-02-08,0012-02-08
SCMS-249040,ASN-29768,Air,0015-02-05,0015-02-05,0015-02-05
SCMS-259074,ASN-31070,Truck,0015-03-09,0015-03-09,0015-03-09
SCMS-245240,ASN-29503,Air,0015-01-09,0015-01-09,0015-01-19
SCMS-113480,ASN-11824,Air,0011-09-28,0011-09-28,0011-09-28
SCMS-143480,ASN-14973,Air,0012-05-21,0012-05-21,0012-05-21
SCMS-280220,ASN-32231,Air,0015-07-23,0015-07-23,0015-07-29
SCMS-48290,ASN-4872,Air,0009-09-30,0009-09-30,0009-09-30
SCMS-117380,ASN-12145,Air,0011-09-27,0011-09-27,0011-09-27
SCMS-219220,ASN-25451,Air,0014-05-02,0014-05-02,0014-05-07
SCMS-224840,ASN-24721,Air,0014-04-04,0014-04-04,0014-04-28
SCMS-180940,ASN-19819,Ocean,0013-09-02,0013-09-02,0013-09-02
SCMS-48620,ASN-4720,Air,0009-09-11,0009-09-11,0009-09-11
SCMS-145320,ASN-16055,Air,0012-10-03,0012-10-03,0012-10-03
SCMS-249050,ASN-29376,Air,0014-12-17,0014-12-17,0014-12-17
SCMS-254170,ASN-32902,Air,0015-08-05,0015-08-05,0015-08-10
SCMS-234720,ASN-26119,Air,0014-06-14,0014-06-14,0014-06-16
SCMS-50290,ASN-6267,Air,0010-04-16,0010-04-16,0010-04-16
SCMS-239810,ASN-27324,Air,0014-09-30,0014-09-30,0014-10-21
SCMS-57130,ASN-6266,Air,0010-03-19,0010-03-19,0010-03-19
SCMS-259078,ASN-33473,Truck,0015-07-24,0015-07-24,0015-07-24
SCMS-260800,ASN-30384,Air,0015-02-18,0015-02-18,0015-02-18
SCMS-180960,ASN-20434,Air,0013-08-14,0013-08-14,0013-08-14
SCMS-192080,ASN-22594,Air,0013-11-20,0013-11-20,0013-11-21
SCMS-124900,ASN-13149,Air,0012-01-17,0012-01-17,0012-01-17
SCMS-259071,ASN-29597,Truck,0014-11-28,0014-11-28,0014-11-28
SCMS-201930,ASN-21679,Air,0013-10-10,0013-10-10,0013-10-18
SCMS-200851,ASN-24301,Air,0014-03-22,0014-03-22,0014-03-22
SCMS-236050,ASN-27943,Air,0014-10-30,0014-10-30,0014-11-04
SCMS-200891,ASN-25755,Air,0014-05-15,0014-05-15,0014-05-15
SCMS-68750,ASN-8885,Air,0010-10-13,0011-01-25,0011-01-25
SCMS-242720,ASN-28530,Air,0014-12-01,0014-12-01,0014-12-10
SCMS-200920,ASN-21751,Air,0013-10-18,0013-10-18,0013-10-18
SCMS-176300,ASN-19787,Air,0013-07-01,0013-07-01,0013-07-01
SCMS-189220,ASN-20209,Air,0013-07-09,0013-07-09,0013-07-09
SCMS-236070,ASN-28062,Air,0014-11-07,0014-11-07,0014-11-08
SCMS-261060,ASN-30093,Air,0015-02-12,0015-02-12,0015-02-13
SCMS-54980,ASN-5373,Truck,0009-10-19,0009-10-19,0009-10-19
SCMS-64580,ASN-6269,Air,0010-03-30,0010-03-30,0010-03-30
SCMS-189360,ASN-21229,Air,0013-09-17,0013-09-17,0013-09-17
SCMS-250110,ASN-28194,Air,0014-10-06,0014-10-06,0014-10-06
SCMS-114990,ASN-12248,Air,0011-09-29,0011-10-29,0011-10-29
SCMS-238950,ASN-26391,Air,0014-07-28,0014-07-28,0014-08-15
SCMS-109830,ASN-11115,Air,0011-07-12,0011-07-12,0011-07-12
SCMS-215410,ASN-23875,Truck,0014-01-13,0014-01-13,0014-01-13
SCMS-123870,ASN-12934,Air,0011-12-01,0011-12-01,0011-12-01
SCMS-176980,ASN-18319,Air,0013-05-17,0013-05-17,0013-05-17
SCMS-272160,ASN-31323,Air,0015-06-03,0015-06-03,0015-06-05
SCMS-215600,ASN-24703,Air,0014-04-09,0014-04-09,0014-07-08
SCMS-212350,ASN-24417,Air,0014-03-21,0014-03-21,0014-03-21
SCMS-176190,ASN-19193,Air,0013-05-24,0013-05-24,0013-05-24
SCMS-62830,ASN-6210,Air,0010-03-04,0010-03-04,0010-03-04
SCMS-156530,ASN-16470,Air,0012-11-01,0012-11-01,0012-11-01
SCMS-190721,ASN-22462,Air,0013-11-27,0013-11-27,0013-12-02
SCMS-235410,ASN-26077,Air,0014-07-15,0014-07-15,0014-08-12
SCMS-155700,ASN-17018,Air,0013-01-15,0013-01-15,0013-01-15
SCMS-117380,ASN-12145,Air,0011-09-27,0011-09-27,0011-09-27
SCMS-48280,ASN-4871,Air,0009-09-28,0009-09-28,0009-09-28
SCMS-108720,ASN-11270,Air,0011-07-27,0011-07-27,0011-07-27
SCMS-238554,ASN-28627,Truck,0014-10-03,0014-10-03,0014-10-03
SCMS-210920,ASN-24302,Air,0014-03-22,0014-03-22,0014-03-22
SCMS-103970,ASN-11255,Ocean,0011-09-02,0011-09-02,0011-09-02
SCMS-84200,ASN-9693,Ocean,0011-03-14,0011-03-14,0011-03-14
SCMS-93420,ASN-9751,Air,0011-02-28,0011-02-28,0011-02-28
SCMS-238555,ASN-29255,Truck,0014-11-05,0014-11-05,0014-11-05
SCMS-126230,ASN-15270,Air,0012-07-05,0012-07-05,0012-07-05
SCMS-60170,ASN-5933,Truck,0009-12-29,0009-12-29,0009-12-29
SCMS-259085,ASN-33333,Truck,0015-07-14,0015-07-14,0015-07-14
SCMS-91340,ASN-9807,Air,0011-02-09,0011-02-09,0011-02-09
SCMS-104380,ASN-11802,Ocean,0011-11-03,0011-10-10,0011-10-10
SCMS-108030,ASN-11413,Air,0011-09-08,0011-09-08,0011-09-08
SCMS-68980,ASN-9647,Air,0010-08-24,0011-03-04,0011-03-04
SCMS-259074,ASN-31070,Truck,0015-03-09,0015-03-09,0015-03-09
SCMS-155321,ASN-17168,Air,0012-11-28,0012-11-27,0012-11-27
SCMS-177180,ASN-18919,Ocean,0013-08-07,0013-08-07,0013-08-07
SCMS-177160,ASN-18905,Ocean,0013-08-07,0013-08-07,0013-08-07
SCMS-199283,ASN-27978,Truck,0014-08-27,0014-08-27,0014-08-27
SCMS-253020,ASN-31638,Air,0015-04-25,0015-04-25,0015-04-30
SCMS-74750,ASN-7454,Air,0010-09-13,0010-09-13,0010-09-13
SCMS-80900,ASN-8019,Air,0010-09-08,0010-09-08,0010-09-08
SCMS-233990,ASN-27716,Air,0014-09-12,0014-09-12,0014-09-17
