PRODUCT_ID,ITEM_DESCRIPTION,DOSAGE,UNIT_OF_MEASURE,LINE_ITEM_QUANTITY,WEIGHT,PACK_PRICE,UNIT_PRICE,LINE_ITEM_INSURANCE_USD
"Malaria Paramax-3 Kit, 25 Tests","Malaria Paramax-3 Kit, 25 Tests",,25,390,145,37.5,1.5,23.4
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,84,See ASN-990 (ID#:1502),0.01,0,0
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,30,Weight Captured Separately,5.99,0.1,0.29
"Nevirapine 200mg [Viramune], tablets, 60 Tabs","Nevirapine 200mg [Viramune], tablets, 60 Tabs",200mg,60,300,Weight Captured Separately,24.24,0.4,11.64
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,34576,3656,7,0.12,387.25
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,16640,1766,7,0.12,186.37
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,25,60,350,3.5,14
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,8,6,139,1.39,1.78
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,14820,1233,17,0.57,403.1
"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml","Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",80mg/ml,90,3,Weight Captured Separately,9.23,0.1,0.04
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,30,Weight Captured Separately,46.15,0.15,2.22
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,2500,Weight Captured Separately,5.81,0.1,23.24
"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml","Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",20mg/ml,240,132,Weight Captured Separately,25,0.1,5.28
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,9380,3058,27,1.35,405.22
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,8153,2707,27,1.35,352.21
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,4200,965,71.99,0.72,483.77
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,7,Weight Captured Separately,350,3.5,3.92
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,285,64,79.99,0.8,36.48
"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit, 25 Tests",,25,271,260,75,3,32.52
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,1968,Weight Captured Separately,20.69,0.69,65.15
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,10,Weight Captured Separately,39.4,0.13,0.63
"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml","Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",10mg/ml,200,100,Weight Captured Separately,6.76,0.03,1.08
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,400,82,7,0.12,4.48
"Zidovudine 100mg, capsules, 100 Caps","Zidovudine 100mg, capsules, 100 Caps",100mg,100,630,48,5.49,0.05,5.53
"Didanosine 100mg [Videx],chewable tablets, 60 Tabs","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",100mg,60,6,Weight Captured Separately,13.61,0.23,0.13
"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",133.3/33.3mg,180,400,Weight Captured Separately,35.88,0.2,22.96
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,500,500,32,1.6,25.6
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,500,500,32,1.6,25.6
"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",300mg,30,672,See ASN-2335 (ID#:5796),13.66,0.46,14.69
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,648,See ASN-2336 (ID#:530),7.5,0.12,7.78
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,9275,432,1.45,0.02,21.52
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,40,Weight Captured Separately,36.99,0.12,2.37
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",300/200mg,30,150,Weight Captured Separately,38.25,1.27,9.18
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,1500,Weight Captured Separately,15.86,0.53,38.06
"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",10mg/ml,240,470,Weight Captured Separately,6.26,0.03,4.71
"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml","Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",10mg/ml,200,140,Weight Captured Separately,6.86,0.03,1.54
"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs","Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",500/25mg,1000,20,1920,26.35,0.03,0.84
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,3400,1131,32,1.6,174.08
"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",,30,6180,2130,16.5,0.55,163.15
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,7864,2450,20,0.8,308.27
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,45168,3953,9.18,0.15,663.43
"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",300/200mg,30,60,Weight Captured Separately,39.47,1.32,3.79
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,4200,See ASN-2274 (ID#:610),2.9,0.05,19.49
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,245,13,11.05,0.18,
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,120,Weight Captured Separately,20.24,0.34,3.89
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,213,14,0.01,0,0
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,1163,385,32,1.6,72.94
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,6875,Weight Captured Separately,0.01,0,0.11
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,4200,1413,32,1.6,215.04
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,7690,See ASN-2658 (ID#:4650),71.99,0.72,1085.06
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,240,Weight Captured Separately,20.25,0.34,7.78
"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",1mg/ml,200,120,Weight Captured Separately,1.47,0.01,0.28
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,1500,Weight Captured Separately,5.31,0.09,12.74
"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs","Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs",50+153mg,24,25000,634,0.7,0.03,34.3
"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",,40,603,679,76,1.9,89.82
"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit, 25 Tests",,25,7,3,75,3,1.03
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,7800,See ASN-3312 (ID#:6081),2.9,0.05,44.34
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3510,2535,23,23,158.23
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3510,2535,23,23,158.23
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3510,2535,23,23,158.23
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,350,Weight Captured Separately,12.62,0.21,8.66
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,1200,Weight Captured Separately,4.81,0.08,11.31
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,10,Weight Captured Separately,12.31,0.21,0.24
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,4032,See ASN-3561 (ID#:2297),8.61,0.14,68.04
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,12560,3073,41.1,0.34,1011.78
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,2000,453,70,0.7,274.4
"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs","Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",200mg,60,40,See ASN-3628 (ID#:2399),15.5,0.26,1.22
"Efavirenz 50mg, capsule, 30 Caps","Efavirenz 50mg, capsule, 30 Caps",50mg,30,1242,96,2.24,0.07,5.45
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,110,78,139,1.39,29.97
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,300,Weight Captured Separately,12.33,0.21,7.25
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,540,Weight Captured Separately,3.76,0.02,3.98
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,1500,Weight Captured Separately,31.92,0.27,93.84
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,6734,Weight Captured Separately,14.61,0.49,192.83
"Efavirenz 50mg, capsule, 30 Caps","Efavirenz 50mg, capsule, 30 Caps",50mg,30,144,See ASN-3635 (ID#:3745),3.06,0.1,0.86
"Efavirenz 50mg, capsule, 30 Caps","Efavirenz 50mg, capsule, 30 Caps",50mg,30,2996,Weight Captured Separately,3.07,0.1,18.03
"Saquinavir 200mg [Invirase], capsules, 270 Caps","Saquinavir 200mg [Invirase], capsules, 270 Caps",200mg,270,30,Weight Captured Separately,54.49,0.2,3.2
"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",50mg,30,400,Weight Captured Separately,2.28,0.08,1.79
"Didanosine 100mg [Videx],chewable tablets, 60 Tabs","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",100mg,60,10,Weight Captured Separately,10.06,0.17,0.2
"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",1mg/ml,200,650,Weight Captured Separately,1.14,0.01,1.45
"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",10mg/ml,240,350,Weight Captured Separately,5.09,0.02,3.49
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,70,Weight Captured Separately,30.91,0.1,4.24
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,440,Weight Captured Separately,35.98,0.12,31.03
"Stavudine 1mg/ml, powder for oral solution, 200 ml","Stavudine 1mg/ml, powder for oral solution, 200 ml",1mg/ml,200,1500,Weight Captured Separately,2.1,0.01,6.17
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,2965,Weight Captured Separately,35.98,0.3,209.09
"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",10mg/ml,240,1900,Weight Captured Separately,5.56,0.02,20.71
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,4553,Weight Captured Separately,3,0.05,26.77
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,1371,468,32,1.6,85.99
"Efavirenz 50mg, capsule, 30 Caps","Efavirenz 50mg, capsule, 30 Caps",50mg,30,600,Weight Captured Separately,3.15,0.1,3.7
"Nevirapine 200mg [Viramune], tablets, 60 Tabs","Nevirapine 200mg [Viramune], tablets, 60 Tabs",200mg,60,300,Weight Captured Separately,16.77,0.28,9.86
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,18000,See ASN-4420 (ID#:1183),2.4,0.04,84.67
"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",30/50/6mg,60,1812,See ASN-4511 (ID#:2571),2.4,0.04,8.52
"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",250mg,30,84,4,18.34,0.61,3.02
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,15,4,70,0.7,2.06
"Saquinavir 200mg [Invirase], capsules, 270 Caps","Saquinavir 200mg [Invirase], capsules, 270 Caps",200mg,270,5178,2666,89.11,0.33,904.42
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,24,6,70,0.7,3.29
"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs","Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",250mg,270,1000,254,164.62,0.61,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,500,171,80,0.8,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,500,Weight Captured Separately,120,1.2,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1000,343,80,0.8,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,150,Weight Captured Separately,150,1.5,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,850,291096,80,0.8,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1250,426,80,0.8,
"Indinavir 400mg [Crixivan], capsules, 180 Caps","Indinavir 400mg [Crixivan], capsules, 180 Caps",400mg,180,1307,Weight Captured Separately,49.32,0.27,
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,100,See ASN-270 (ID#:5279),10.84,0.18,
"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs","Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",150/300+200mg,120,1270,201,21,0.18,
"#102198**Didanosine 200mg [Videx], tablets, 60 Tabs","#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",200mg,60,425,Weight Captured Separately,25.5,0.42,
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,60,40,175,1.75,
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,2496,702,27,1.35,
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,5004,1531,27,1.35,
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,50,18,27,1.35,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,1000,343,80,0.8,
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2500,851,80,0.8,
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,500,See ASN-781 (ID#:115),1.9,0.01,1.52
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3336,20,0.8,320
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3122,20,0.8,320
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,5,Weight Captured Separately,350,3.5,2.8
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,60,Weight Captured Separately,35.2,0.39,3.38
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,1500,Weight Captured Separately,6.4,0.11,15.36
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,100000,10303,7,0.12,1120
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,5,Weight Captured Separately,350,3.5,2.8
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,32510,2791,11.75,0.39,611.19
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,50,Weight Captured Separately,350,3.5,28
"HIV 1/2, Bundi Rapid HIV Kit, 25 Tests","HIV 1/2, Bundi Rapid HIV Kit, 25 Tests",,1,600,Weight Captured Separately,37.5,37.5,36
"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",2g,200,712,Weight Captured Separately,12.59,0.06,14.34
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,2,4,139,1.39,0.54
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,125,92,139,1.39,27.8
"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",133.3/33.3mg,180,400,Weight Captured Separately,46.15,0.26,29.54
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,6520,2224,27,1.35,281.66
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,6199,Weight Captured Separately,0.01,0,0.1
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,232,70,20,0.8,7.42
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,30,72,350,3.5,16.8
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,289,84,27,1.35,15.29
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,3000,Weight Captured Separately,0.01,0,0.05
"HIV 1/2, DoubleCheck II Kit, 40 Tests","HIV 1/2, DoubleCheck II Kit, 40 Tests",,40,500,Weight Captured Separately,79,1.98,63.2
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,10080,772,11.48,0.38,185.15
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1130,258,79.99,0.8,144.62
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,100,28,71.99,0.72,11.52
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,100,Weight Captured Separately,0.01,0,0
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,500,166,32,1.6,25.6
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,9792,836,7.4,0.12,115.94
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,3840,See ASN-2277 (ID#:5793),3.21,0.05,19.72
"Zidovudine 300mg, tablets, 60 Tabs","Zidovudine 300mg, tablets, 60 Tabs",300mg,60,432,See ASN-2335 (ID#:5796),7.5,0.12,5.18
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,14364,See ASN-2336 (ID#:530),2.6,0.04,59.75
"Stavudine 40mg [Zerit], capsules, 60 Caps","Stavudine 40mg [Zerit], capsules, 60 Caps",40mg,60,100,Weight Captured Separately,5.17,0.09,0.83
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,80,Weight Captured Separately,24.6,0.82,3.15
"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",50mg,30,240,Weight Captured Separately,2.99,0.1,1.15
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,4,3,139,1.39,0.89
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,54,Weight Captured Separately,350,3.5,30.24
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,500,157,20,0.8,19.6
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,10,Weight Captured Separately,35.46,0.12,0.57
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,1080,259,82.2,0.68,174
