ORDER_ID,FREIGHT_COST,SHIPMENT_MODE,DELIVERY_RECORDED_DATE
SO-1929,See DN-650 (ID#:11897),Air,0008-04-17
SO-1930,6148.1,Air,0008-03-11
SO-2692,Invoiced Separately,Truck,0008-05-26
SO-2344,See DN-818 (ID#:11270),Air,0008-08-21
SO-23751,1608.72,Air,0009-03-31
SO-13991,See DN-1015 (ID#:11561),Truck,0008-11-19
SO-19330,23382.04,Air,0009-01-05
SO-16200,21821.95,Air,0009-02-10
SO-16210,5048.32,Air,0009-01-19
SO-17760,See DN-1143 (ID#:10711),Air,0009-04-02
SO-11430,See DN-964 (ID#:10987),Truck,0008-10-21
SO-17750,1742.25,Air,0009-03-03
SO-17750,See DN-1083 (ID#:12219),Air,0009-03-03
SO-10800,1020.98,Air,0008-08-18
SO-2707,See DN-921 (ID#:11917),Air,0008-09-28
SO-2476,3540.35,Air,0008-08-27
SO-15540,11584.54,Air,0008-09-28
SO-15080,See DN-1034 (ID#:10732),Air,0009-02-21
SO-15080,See DN-1034 (ID#:10732),Air,0009-02-21
SO-14000,See DN-1044 (ID#:10996),Truck,0009-02-16
SO-2477,813.75,Truck,0008-08-20
SO-2480,3558.49,Truck,0008-08-20
SO-2524,Freight Included in Commodity Cost,Truck,0008-09-05
SO-11031,900,Air,0008-09-10
SO-21990,9189.57,Air,0009-02-03
SO-18722,1169.9,Truck,0009-03-09
SO-21841,5463.97,Air,0009-02-27
SO-22590,Freight Included in Commodity Cost,Air,0009-02-03
SO-12700,167.44,Truck,0008-08-08
SO-19070,7363.74,Air,0009-01-19
SO-2728,See DN-917 (ID#:10745),Air,0008-09-24
SO-15930,See DN-944 (ID#:11012),Air,0008-11-04
SO-2544,14036.31,Truck,0009-02-16
SO-10540,1960.81,Air,0008-07-24
SO-10750,See DN-846 (ID#:11939),Air,0008-07-24
SO-21809,15128.37,Air Charter,0009-05-08
SO-17900,8252.73,Air,0009-01-06
SO-17900,See DN-987 (ID#:12252),Air,0009-01-06
SO-2565,See DN-853 (ID#:11940),Air,0008-08-29
SO-22000,See DN-1060 (ID#:11618),Air,0009-02-18
SO-22030,14144.68,Air,0009-03-04
SO-2554,See DN-960 (ID#:11945),Air,0008-10-30
SO-2554,See DN-960 (ID#:11945),Air,0008-10-30
SO-11232,See DN-958 (ID#:10750),Air,0008-10-31
SO-19070,3680.33,Air,0009-02-16
SO-20960,See DN-1124 (ID#:11620),Air Charter,0009-03-19
SO-21783,6443.61,Air,0009-03-24
SO-21802,11492.86,Air Charter,0009-03-19
SO-21804,Freight Included in Commodity Cost,Air Charter,0009-03-19
SO-22190,1719.65,Air,0009-02-18
SO-15090,See DN-933 (ID#:10755),Air,0008-11-14
SO-970,See DN-1163 (ID#:11030),Air,0009-03-23
SO-22830,15128.37,Air Charter,0009-05-08
SO-27430,1217.37,Air,0009-05-15
SO-18740,See DN-1180 (ID#:11033),Truck,0009-05-11
SO-18111,2698.04,Air,0009-05-12
SO-28550,See DN-1215 (ID#:10764),Air,0009-06-28
SO-30021,15128.47,Air Charter,0009-05-08
SO-24841,7584.12,Air,0009-05-22
SO-24840,See DN-1221 (ID#:11636),Air,0009-05-22
SO-26160,526.41,Air,0009-05-22
SO-17611,See DN-1228 (ID#:11638),Truck,0009-06-08
SO-27520,See DN-1234 (ID#:11970),Air,0009-06-11
SO-27520,See DN-1234 (ID#:11970),Air,0009-06-11
SO-21050,See DN-1244 (ID#:11048),Air Charter,0009-06-16
SO-21052,1012.18,Air,0009-06-05
SO-24482,See DN-1263 (ID#:11053),Air Charter,0009-06-16
SO-27850,Invoiced Separately,Air,0009-05-28
SO-24832,7789.85,Air,0009-06-18
SO-30022,7329.83,Air Charter,0009-06-16
SO-26170,14569.14,Air,0009-06-29
SO-22520,7329.83,Air Charter,0009-06-16
SO-29070,6759.28,Truck,0009-09-29
SO-26423,See DN-1332 (ID#:11663),Truck,0009-08-27
SO-32644,7445.8,Air Charter,0009-08-04
SO-27810,7445.8,Air Charter,0009-08-04
SO-27533,1854.88,Air Charter,0009-08-11
SO-572,See DN-388 (ID#:11188),,0007-11-09
SO-27817,See DN-1367 (ID#:11346),Air Charter,0009-08-04
SO-32730,See DN-1374 (ID#:11999),Air,0009-07-31
SO-26420,1799.88,Truck,0009-09-17
SO-32800,4257.01,Air,0009-07-31
SO-32920,See DN-1397 (ID#:11678),Air,0009-08-24
SO-32950,38957.51,Air,0009-08-28
SO-32950,See DN-1399 (ID#:12311),Air,0009-08-28
SO-32210,See DN-1401 (ID#:10793),Air,0009-09-08
SO-29080,6759.28,Truck,0009-09-22
SO-29090,6759.28,Truck,0009-09-22
SO-21020,See DN-1411 (ID#:11352),Truck,0009-09-22
SO-768,3291,Air,0007-07-30
SO-29030,See DN-1407 (ID#:11681),Truck,0009-10-19
SO-33250,1713.01,Air,0009-09-21
SO-31281,2233.61,Truck,0009-09-25
SO-32850,13518.56,Truck,0009-10-02
SO-33330,30983.24,Air Charter,0009-10-20
SO-33337,9341.49,Air Charter,0009-10-20
SO-32830,1234.9,Air,0009-10-07
SO-26424,See DN-1457 (ID#:11687),Truck,0009-10-07
SO-33640,1489.4,Air,0009-09-29
SO-33890,See DN-1486 (ID#:11072),Air,0009-11-18
SO-33910,See DN-1488 (ID#:11074),Air,0009-11-24
SO-33320,5097.09,Air,0009-10-23
SO-34290,396.08,Air,0009-11-23
SO-34581,1366.22,Air,0009-12-02
SO-224,1886.21,,0007-03-23
SO-339,See DN-27 (ID#:10544),,0007-02-22
SO-239,See DN-70 (ID#:11095),Air,0007-04-10
SO-501,478.51,Air,0007-06-01
SO-293,See DN-44 (ID#:10549),Air,0007-04-17
SO-293,See DN-44 (ID#:10549),Air,0007-04-17
SO-424,1225.37,,0007-04-27
SO-434,2658,,0007-04-30
SO-500,Freight Included in Commodity Cost,Air,0007-06-08
SO-544,Freight Included in Commodity Cost,Air,0007-06-08
SO-585,See DN-193 (ID#:11387),,0007-06-28
SO-563,See DN-209 (ID#:11136),,0007-07-03
SO-637,650.12,Air,0007-06-15
SO-602,2520.47,Air,0007-06-05
SO-578,See DN-184 (ID#:12060),Air,0007-07-11
SO-563,See DN-209 (ID#:11136),,0007-07-03
SO-576,See DN-148 (ID#:10564),Air,0007-06-13
SO-582,See DN-157 (ID#:11403),,0007-05-24
SO-617,1432,Air,0007-06-15
SO-441,See DN-246 (ID#:11138),Air,0007-08-13
SO-524,See DN-268 (ID#:12074),,0007-08-14
SO-621,874.57,,0007-07-09
SO-314,See DN-270 (ID#:10843),,0007-08-07
SO-502,See DN-282 (ID#:11144),Air,0007-10-10
SO-523,See DN-260 (ID#:11426),,0007-08-03
SO-844,12438,,0007-08-24
SO-455,See DN-290 (ID#:10859),,0007-09-10
SO-298,See DN-304 (ID#:10589),Air,0007-09-21
SO-298,See DN-304 (ID#:10589),Air,0007-09-21
SO-589,See DN-314 (ID#:11757),,0007-08-24
SO-944,3818.4,Air,0007-09-21
SO-908,See DN-319 (ID#:11765),Air,0007-08-29
SO-1075,2465,,0007-10-11
SO-940,See DN-366 (ID#:11161),,0007-09-27
SO-1077,7927.55,,0007-09-28
SO-1066,723.59,,0007-10-02
SO-963,See DN-323 (ID#:10588),,0007-09-14
SO-891,3085.84,Truck,0007-10-05
SO-964,See DN-379 (ID#:10890),Air,0007-10-15
SO-909,1320.08,,0007-11-02
SO-2497,400.75,Air,0008-05-20
SO-1221,See DN-409 (ID#:10903),Air,0007-11-16
SO-1064,See DN-415 (ID#:12120),Air,0007-11-30
SO-1109,See DN-422 (ID#:10634),Air,0007-11-09
SO-1245,See DN-423 (ID#:11194),Air,0007-11-13
SO-1653,7836.6,Air,0008-04-10
SO-1039,See DN-603 (ID#:11197),Air,0008-04-08
SO-1101,See DN-434 (ID#:11483),Air,0007-11-22
SO-1101,See DN-434 (ID#:11483),Air,0007-11-22
SO-919,810.86,,0007-10-31
SO-1300,See DN-435 (ID#:10908),Air,0007-12-10
SO-1308,4147.9,Air,0007-12-18
SO-1031,9736.5,Air,0007-12-06
SO-628,1566.21,,0007-12-28
SO-1289,32483.5,Air,0007-12-31
SO-1316,24405,Truck,0007-12-19
SO-1530,8332,Air,0007-12-25
SO-1430,3228,Air,0008-01-24
SO-1657,2206,Air,0008-01-25
SO-1522,20222.4,Air,0008-01-31
SO-1039,See DN-601 (ID#:10651),Air,0008-04-05
SO-1534,See DN-590 (ID#:11517),Air,0008-02-29
SO-1315,15245.25,,0007-12-28
SO-1035,4428.75,,0008-01-25
SO-1104,See DN-569 (ID#:11224),Air,0008-01-29
SO-1222,See DN-571 (ID#:10660),Air,0008-01-28
SO-1223,See DN-572 (ID#:11840),Air,0008-01-28
SO-1288,See DN-445 (ID#:10640),Air,0008-01-22
SO-1430,See DN-551 (ID#:11523),Air,0008-01-16
SO-1529,4485.25,Air,0008-02-04
SO-1284,6778.91,Air,0008-02-19
SO-1663,8321.29,Air,0008-02-19
SO-1874,12781.58,Air,0008-07-01
SO-2071,933.09,Air,0008-04-11
SO-2071,See DN-693 (ID#:12475),Air,0008-04-11
SO-2351,See DN-717 (ID#:11858),Air,0008-04-18
SO-2351,See DN-717 (ID#:11858),Air,0008-04-18
SO-2351,See DN-717 (ID#:11858),Air,0008-04-18
SO-2351,See DN-717 (ID#:11858),Air,0008-04-18
SO-2560,See DN-826 (ID#:10674),Air,0008-07-29
SO-2790,2705.71,Truck,0008-07-30
SO-1916,1328.2,Air,0008-03-19
SO-2556,9330,Truck,0008-06-30
SO-1992,2891.6,Air,0008-04-03
SO-2559,80239.66,Air,0008-09-16
SO-1571,See DN-620 (ID#:12168),Air,0008-02-14
SO-2015,3316.9,Air,0008-06-05
SO-2053,See DN-744 (ID#:10684),Air,0008-06-02
SO-1806,See DN-625 (ID#:10956),,0008-03-28
SO-2341,935.8,Air,0008-05-19
SO-2558,8831.92,Truck,0008-06-30
SO-2553,See DN-836 (ID#:11244),Air,0008-07-31
SO-2043,See DN-684 (ID#:11884),Air,0008-04-08
SO-2358,1850.7,Air,0008-04-21
SO-1975,See DN-675 (ID#:11247),Truck,0008-03-05
SO-2042,See DN-682 (ID#:10963),Air,0008-03-21
SO-791,See DN-641 (ID#:10695),,0008-03-03
SO-1652,See DN-637 (ID#:12195),Air,0008-03-28
SO-2069,2599,Air,0008-04-21
SO-2001,1108.08,Air,0008-06-30
SO-1894,2196.18,Truck,0008-07-23
SO-1307,3428.5,Air,0008-02-27
SO-1838,See DN-632 (ID#:11547),Air,0008-03-13
SO-1922,See DN-644 (ID#:11894),Truck,0008-03-12
SO-2348,1355.06,Air,0008-06-02
SO-2692,See DN-760 (ID#:12207),Truck,0008-05-26
SO-2055,See DN-690 (ID#:10706),Air,0008-04-14
SO-1882,See DN-817 (ID#:10981),Air,0008-08-07
SO-2564,22965.4,Air,0008-07-01
SO-1696,See DN-763 (ID#:10982),Air,0008-07-09
SO-1696,See DN-763 (ID#:10982),Air,0008-07-09
SO-2677,578.24,Air,0008-07-10
SO-15084,See DN-1024 (ID#:10984),Air,0009-02-09
SO-18330,2765.64,Air,0008-11-27
SO-11440,See DN-965 (ID#:11563),Truck,0008-10-23
SO-18470,See DN-1017 (ID#:11564),Air,0008-11-21
SO-2494,3629.37,Truck,0008-12-01
SO-15290,5110.76,Air,0008-11-14
SO-11020,857.17,Air,0008-11-20
SO-14930,See DN-1004 (ID#:11280),Air,0008-11-17
SO-2681,7463.74,Air,0008-07-28
SO-2482,4579.42,Truck,0008-10-06
SO-16670,See DN-993 (ID#:11919),Truck,0008-12-01
SO-11480,157.5,Truck,0008-10-31
SO-11231,10665.71,Air,0008-07-31
SO-17450,1240,Ocean,0009-02-02
SO-2424,See DN-850 (ID#:10733),Air,0008-09-05
SO-2424,See DN-850 (ID#:10733),Air,0008-09-05
SO-2424,See DN-850 (ID#:10733),Air,0008-09-05
SO-21870,5574.06,Air,0009-03-02
SO-17752,1002.2,Air,0009-03-03
SO-17911,966.37,Air,0009-03-19
SO-17700,See DN-992 (ID#:11602),Air,0009-01-09
SO-23040,6315.3,Air,0009-02-26
SO-21842,7293.9,Air,0009-03-18
SO-17754,See DN-1125 (ID#:11298),Air,0009-04-08
SO-2728,See DN-917 (ID#:10745),Air,0008-09-24
SO-15930,See DN-944 (ID#:11012),Air,0008-11-04
SO-15051,13538.35,Air,0009-01-19
SO-10540,See DN-844 (ID#:12249),Air,0008-07-24
SO-17900,See DN-987 (ID#:12252),Air,0009-01-06
SO-22000,See DN-1060 (ID#:11618),Air,0009-02-18
SO-22010,See DN-1061 (ID#:11019),Air,0009-01-29
SO-2554,See DN-960 (ID#:11945),Air,0008-10-30
SO-21840,11180.32,Air,0009-05-26
SO-21840,See DN-1120 (ID#:12556),Air,0009-05-26
SO-21801,11492.86,Air Charter,0009-03-19
SO-27030,Invoiced Separately,Air,0009-03-20
SO-2478,2938.92,Truck,0008-11-07
SO-970,See DN-1163 (ID#:11030),Air,0009-03-23
SO-21871,5432.93,Air,0009-06-19
SO-17610,13853.29,Truck,0009-04-27
SO-27870,15990.35,Air,0009-06-16
SO-22521,15128.37,Air Charter,0009-05-08
SO-26180,1381.64,Air,0009-04-24
SO-22523,16864.58,Air,0009-04-29
SO-23431,15128.37,Air Charter,0009-05-08
SO-24830,See DN-1205 (ID#:11314),Air,0009-05-19
SO-26250,15128.37,Air Charter,0009-05-08
SO-24870,988.24,Air,0009-05-22
SO-21883,4881.06,Air,0009-05-20
SO-22525,17096.24,Ocean,0009-04-30
SO-24840,See DN-1221 (ID#:11636),Air,0009-05-22
SO-26140,See DN-1222 (ID#:11317),Air,0009-06-24
SO-27520,See DN-1234 (ID#:11970),Air,0009-06-11
SO-27520,See DN-1234 (ID#:11970),Air,0009-06-11
SO-30710,Invoiced Separately,Truck,0009-08-12
SO-22840,7329.83,Air Charter,0009-06-16
SO-30460,2317.2,Air,0009-06-15
SO-30110,1848.59,Air,0009-06-24
SO-31430,1359.4,Air,0009-06-26
SO-29060,16702.26,Truck,0009-07-02
SO-31900,2951.12,Air,0009-07-02
SO-31960,1660.07,Air,0009-06-30
SO-30170,26714.63,Air,0009-06-24
SO-32510,2448.71,Truck,0009-09-04
SO-32640,7445.8,Air Charter,0009-08-04
SO-27815,7445.8,Air Charter,0009-08-04
SO-31951,8281.69,Truck,0009-09-15
SO-31460,See DN-1300 (ID#:11669),Air,0009-09-15
SO-30120,1534.1,Air,0009-08-10
SO-32530,See DN-1380 (ID#:12000),Truck,0009-09-17
SO-32570,1588.05,Truck,0009-10-07
SO-17660,6759.28,Truck,0009-09-22
SO-18750,2233.61,Truck,0009-09-25
SO-32850,See DN-1432 (ID#:12320),Truck,0009-10-02
SO-26421,2400.25,Air,0009-08-27
SO-27820,9341.49,Air Charter,0009-10-20
SO-31282,2217.5,Truck,0009-10-26
SO-33630,See DN-1471 (ID#:12015),Air,0009-10-06
SO-32770,32104.3,Air,0009-10-13
SO-33340,1074.8,Air,0009-11-13
SO-34060,Invoiced Separately,Air,0009-11-16
SO-15520,955.36,Air,0010-01-06
SO-325,2123.04,Air,0007-03-29
SO-131,Freight Included in Commodity Cost,,0006-07-13
SO-203,3807.29,,0007-03-28
SO-380,679.6,Air,0007-05-04
SO-232,See DN-89 (ID#:10813),,0007-05-04
SO-309,18137.64,,0007-04-27
SO-478,574.56,,0007-04-26
SO-205,1483.3,,0007-05-16
SO-490,20896.5,Air,0007-04-19
SO-311,See DN-129 (ID#:10818),,0007-05-15
SO-474,9666,,0007-05-24
SO-374,1170.16,,0007-03-26
SO-395,1004.6,Air,0007-04-13
SO-260,1824.11,Air,0007-05-04
SO-433,2660,,0007-04-30
SO-432,3166,,0007-04-30
SO-306,See DN-144 (ID#:12058),Air,0007-07-06
SO-517,See DN-160 (ID#:11397),,0007-06-15
SO-671,20299,Air,0007-06-20
SO-518,1754,,0007-05-18
SO-640,1478,,0007-06-21
SO-641,1388,,0007-06-08
SO-758,4458,Air,0007-07-13
SO-441,See DN-246 (ID#:11138),Air,0007-08-13
SO-489,661.06,Air,0007-07-26
SO-733,2457,,0007-08-03
SO-524,See DN-268 (ID#:12074),,0007-08-14
SO-410,1356,,0007-07-10
SO-774,See DN-242 (ID#:12077),Air,0007-08-21
SO-815,3348,,0007-08-03
SO-824,4465.1,Air,0007-08-02
SO-502,See DN-282 (ID#:11144),Air,0007-10-10
SO-590,See DN-220 (ID#:10585),,0007-07-18
SO-543,1439,,0007-07-18
SO-884,See DN-322 (ID#:10587),,0007-09-07
SO-455,See DN-290 (ID#:10859),,0007-09-10
SO-455,See DN-290 (ID#:10859),,0007-09-10
SO-455,See DN-290 (ID#:10859),,0007-09-10
SO-298,See DN-304 (ID#:10589),Air,0007-09-21
SO-298,See DN-304 (ID#:10589),Air,0007-09-21
SO-959,See DN-320 (ID#:10593),,0007-08-30
SO-898,1106,Truck,0007-09-18
SO-1074,See DN-354 (ID#:10597),Truck,0007-09-18
SO-1081,739,,0007-10-16
SO-963,See DN-323 (ID#:10588),,0007-09-14
SO-914,See DN-332 (ID#:10613),,0007-09-04
SO-914,See DN-332 (ID#:10613),,0007-09-04
SO-626,4119.6,,0007-08-31
SO-999,See DN-349 (ID#:10885),,0007-09-12
SO-977,13094.92,,0007-11-12
SO-1099,1732.74,,0007-10-06
SO-535,See DN-380 (ID#:10622),,0007-10-17
SO-565,See DN-373 (ID#:10623),Air,0007-09-20
SO-1038,See DN-426 (ID#:10633),Air,0007-11-29
SO-1245,See DN-423 (ID#:11194),Air,0007-11-13
SO-1150,See DN-425 (ID#:11810),Air,0007-11-16
SO-1546,See DN-609 (ID#:11480),Air,0008-02-19
SO-1663,See DN-611 (ID#:12472),Air,0008-02-19
SO-1233,See DN-416 (ID#:12125),Air,0007-11-07
SO-1101,See DN-434 (ID#:11483),Air,0007-11-22
SO-1078,7194.3,,0007-11-21
SO-1286,See DN-458 (ID#:11814),Air,0007-12-05
SO-1286,See DN-458 (ID#:11814),Air,0007-12-05
SO-604,See DN-446 (ID#:11204),Air,0007-11-30
SO-1297,1603.44,Air,0007-12-18
SO-567,See DN-475 (ID#:10642),Air,0007-12-03
SO-567,See DN-475 (ID#:10642),Air,0007-12-03
SO-1040,740.16,Air,0008-02-08
SO-1483,13325,Air,0007-12-14
SO-1504,3147,Air,0008-01-09
SO-1570,See DN-535 (ID#:10658),Air,0008-01-09
SO-1523,6483,Air,0007-12-20
SO-1039,See DN-601 (ID#:10651),Air,0008-04-05
SO-1820,1617.52,,0008-03-11
SO-710,See DN-488 (ID#:10652),Air,0008-01-14
SO-1285,See DN-627 (ID#:10926),Air,0008-03-08
SO-1039,See DN-628 (ID#:10654),Air,0008-04-05
SO-1287,See DN-614 (ID#:11219),Air,0008-02-21
SO-1542,11273,Air,0008-01-09
SO-1299,3609.2,Air,0008-02-15
SO-1679,See DN-581 (ID#:10667),Air,0008-02-05
SO-1112,1704.79,Air,0008-02-01
SO-1082,See DN-589 (ID#:10670),,0008-02-28
SO-714,See DN-709 (ID#:10945),Air,0008-04-21
SO-2594,17289,Air,0008-07-04
SO-2351,See DN-717 (ID#:11858),Air,0008-04-18
SO-1901,1514.68,Air,0008-05-14
SO-1615,See DN-698 (ID#:10970),Air,0008-06-23
SO-2575,See DN-737 (ID#:11533),Air,0008-05-14
SO-2556,See DN-748 (ID#:12484),Truck,0008-06-30
SO-2556,See DN-748 (ID#:12484),Truck,0008-06-30
SO-2045,See DN-761 (ID#:10951),Air,0008-06-02
SO-2670,2107.14,Truck,0008-07-18
SO-2485,See DN-828 (ID#:10678),Truck,0008-07-29
SO-10970,24594.29,Air,0008-08-21
SO-2053,See DN-744 (ID#:10684),Air,0008-06-02
SO-1950,17910,,0008-03-27
SO-2050,9711.2,Air,0008-05-29
SO-2050,See DN-736 (ID#:12790),Air,0008-05-29
SO-716,See DN-770 (ID#:10959),Air,0008-06-09
SO-11520,7805.33,Air,0008-08-20
SO-1052,See DN-838 (ID#:10718),Truck,0008-07-26
SO-1291,See DN-686 (ID#:10691),Air,0008-04-03
SO-2545,30610.2,Air,0008-06-19
SO-2042,See DN-682 (ID#:10963),Air,0008-03-21
SO-2356,213.75,Air,0008-06-30
SO-1615,See DN-698 (ID#:10970),Air,0008-06-23
SO-1921,1593.48,Truck,0008-03-07
SO-1973,See DN-697 (ID#:12202),Truck,0008-03-31
SO-2217,1074.95,Air,0008-04-21
SO-1995,740.34,Air,0008-04-17
SO-1536,9742,Air,0008-03-06
SO-1873,See DN-773 (ID#:11267),Air,0008-06-17
SO-1053,See DN-774 (ID#:11268),Truck,0008-06-17
SO-2621,1282.6,Air,0008-08-21
SO-2484,2938.92,Truck,0008-11-07
SO-2487,2938.92,Truck,0008-11-07
SO-16210,See DN-1047 (ID#:12215),Air,0009-01-19
SO-11460,1250,Truck,0008-10-16
SO-2561,1700.32,Truck,0008-08-22
SO-12140,3022.74,Air,0008-08-11
SO-12140,See DN-860 (ID#:12820),Air,0008-08-11
SO-2729,See DN-1008 (ID#:11570),Air,0008-11-17
SO-10660,1266.05,Air,0008-11-20
SO-12710,3616.67,Truck,0008-08-20
SO-2727,See DN-888 (ID#:11910),Air,0008-08-31
SO-10550,1102.98,Air,0008-09-16
SO-14930,See DN-1004 (ID#:11280),Air,0008-11-17
SO-11032,1058,Air,0008-09-26
SO-11450,1250,Truck,0008-09-25
SO-2486,See DN-912 (ID#:11577),Truck,0008-09-23
SO-21980,Invoiced Separately,Air,0009-01-15
SO-1697,See DN-893 (ID#:11596),,0008-09-15
SO-15080,See DN-1034 (ID#:10732),Air,0009-02-21
SO-14000,See DN-1044 (ID#:10996),Truck,0009-02-16
SO-2424,See DN-850 (ID#:10733),Air,0008-09-05
SO-14230,505,Truck,0008-09-16
SO-14230,See DN-907 (ID#:12839),Truck,0008-09-16
SO-21350,4983.22,Air,0008-12-19
SO-17751,9995.55,Air,0009-02-19
SO-21841,See DN-1098 (ID#:12242),Air,0009-02-27
SO-18100,See DN-1115 (ID#:11008),Truck,0009-04-06
SO-22440,See DN-1147 (ID#:11610),Air,0009-04-01
SO-22440,See DN-1147 (ID#:11610),Air,0009-04-01
SO-18100,See DN-1115 (ID#:11008),Truck,0009-04-06
SO-21880,See DN-1152 (ID#:11010),Air,0009-04-30
SO-21880,See DN-1152 (ID#:11010),Air,0009-04-30
SO-14040,6269.7,Air,0008-09-23
SO-11230,7641.1,Air,0008-08-24
SO-2479,See DN-861 (ID#:11013),Truck,0008-08-20
SO-11860,5367.09,Air,0008-08-22
SO-22000,See DN-1060 (ID#:11618),Air,0009-02-18
SO-22010,See DN-1061 (ID#:11019),Air,0009-01-29
SO-22030,See DN-1062 (ID#:12256),Air,0009-03-04
SO-2554,See DN-960 (ID#:11945),Air,0008-10-30
SO-13000,4608.92,Air,0008-12-17
SO-22800,Freight Included in Commodity Cost,Air Charter,0009-03-19
SO-20960,See DN-1124 (ID#:11620),Air Charter,0009-03-19
SO-21806,11492.86,Air Charter,0009-03-19
SO-19340,7608.7,Air,0009-04-29
SO-13980,2947.59,Truck,0008-10-31
SO-27020,Invoiced Separately,Air,0009-03-20
SO-22830,See DN-1166 (ID#:12271),Air Charter,0009-05-08
SO-18110,See DN-1168 (ID#:11031),Truck,0009-04-27
SO-17531,10211.52,Truck,0009-06-03
SO-18740,See DN-1180 (ID#:11033),Truck,0009-05-11
SO-22831,1547.94,Air,0009-04-30
SO-20962,1981.1,Air,0009-04-30
SO-23430,15128.37,Air Charter,0009-05-08
SO-30700,See DN-1235 (ID#:10769),Truck,0009-08-12
SO-21050,See DN-1244 (ID#:11048),Air Charter,0009-06-16
SO-21050,See DN-1244 (ID#:11048),Air Charter,0009-06-16
SO-30070,2798.7,Air,0009-06-01
SO-24480,7329.83,Air Charter,0009-06-16
SO-30024,7329.83,Air Charter,0009-06-16
SO-24481,See DN-1296 (ID#:10779),Air Charter,0009-06-16
SO-32110,2342.92,Air,0009-08-20
SO-17640,2448.71,Air,0009-09-04
SO-26423,See DN-1332 (ID#:11663),Truck,0009-08-27
SO-32647,7445.8,Air Charter,0009-08-04
SO-30310,6759.28,Truck,0009-09-29
SO-32750,11774.5,Air,0009-08-27
SO-32760,See DN-1373 (ID#:11062),Air,0009-07-31
SO-32730,See DN-1374 (ID#:11999),Air,0009-07-31
SO-32220,6739.08,Air,0009-08-21
SO-32920,See DN-1397 (ID#:11678),Air,0009-08-24
SO-31440,7338.54,Ocean,0009-09-15
SO-29030,See DN-1407 (ID#:11681),Truck,0009-10-19
SO-33220,See DN-1422 (ID#:11682),Air,0009-09-16
SO-32940,4031.3,Air,0009-10-07
SO-33230,See DN-1427 (ID#:11683),Air,0009-09-25
SO-33332,9341.49,Air Charter,0009-10-20
SO-33336,9341.49,Air Charter,0009-10-20
SO-27823,9341.49,Air Charter,0009-10-20
SO-33338,9341.49,Air Charter,0009-10-20
SO-33339,9341.49,Air Charter,0009-10-20
SO-33021,See DN-1448 (ID#:12012),Truck,0009-10-13
SO-26425,1799.88,Truck,0009-09-17
SO-33650,See DN-1473 (ID#:11358),Truck,0009-08-12
SO-33650,See DN-1473 (ID#:11358),Truck,0009-08-12
SO-34250,3842.22,Air,0009-10-22
SO-34350,6027.68,Air,0009-10-27
SCMS-58380,10083.69,Air,0010-02-19
SCMS-188650,1869.41,Air,0014-01-09
SCMS-256500,28709.52,Air,0015-05-14
SCMS-138620,304.62,Air,0012-06-12
SCMS-181400,1434.98,Air,0013-08-16
SCMS-263040,642.99,Air,0015-04-15
SCMS-179360,12922.07,Air,0013-06-10
SCMS-141760,836.8,Air,0012-06-01
SCMS-131040,969.55,Air,0012-01-30
SCMS-226220,5616.02,Air,0014-08-06
SCMS-103410,10923.46,Ocean,0011-10-27
SCMS-259075,Freight Included in Commodity Cost,Truck,0015-05-12
SCMS-238550,Freight Included in Commodity Cost,Truck,0015-02-19
SCMS-188540,2021.05,Air,0013-10-09
SCMS-236120,3138.25,Air,0014-10-01
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-162440,25193.28,Air,0013-01-10
SCMS-244720,Freight Included in Commodity Cost,Air,0014-02-07
SCMS-118360,Invoiced Separately,Air,0011-11-30
SCMS-68910,5886.9,Air,0010-08-24
SCMS-48630,12858.12,Air,0009-09-15
SCMS-199283,Freight Included in Commodity Cost,Truck,0014-08-27
SCMS-274370,3816.3,Air,0015-07-14
SCMS-51780,791.43,Air,0009-10-26
SCMS-84420,4781.8,Air,0010-11-02
SCMS-131880,18919.56,Air,0012-03-29
SCMS-163880,24875.46,Ocean,0013-06-21
SCMS-53520,Freight Included in Commodity Cost,Air,0010-03-19
SCMS-259072,Freight Included in Commodity Cost,Truck,0015-01-26
SCMS-261510,7658.27,Ocean,0015-03-18
SCMS-246550,6523.85,Air,0014-11-07
SCMS-253260,8021.11,Air,0014-11-20
SCMS-120472,646.81,Air,0012-02-08
SCMS-249040,2504.64,Air,0015-02-05
SCMS-259074,Freight Included in Commodity Cost,Truck,0015-03-09
SCMS-245240,1692.35,Air,0015-01-19
SCMS-113480,4504.46,Air,0011-09-28
SCMS-143480,199,Air,0012-05-21
SCMS-280220,Invoiced Separately,Air,0015-07-29
SCMS-48290,4191.83,Air,0009-09-30
SCMS-117380,844.36,Air,0011-09-27
SCMS-219220,19286.53,Air,0014-05-07
SCMS-224840,2734.02,Air,0014-04-28
SCMS-180940,7117.39,Ocean,0013-09-02
SCMS-48620,1437.4,Air,0009-09-11
SCMS-145320,583.66,Air,0012-10-03
SCMS-249050,Invoiced Separately,Air,0014-12-17
SCMS-254170,Invoiced Separately,Air,0015-08-10
SCMS-234720,25730.13,Air,0014-06-16
SCMS-50290,63600.4,Air,0010-04-16
SCMS-239810,2516.57,Air,0014-10-21
SCMS-57130,20910.43,Air,0010-03-19
SCMS-259078,Freight Included in Commodity Cost,Truck,0015-07-24
