PLANTCODE_CONSTRAINT_ID,ORDER_ID,FREIGHT_RATES_ID,MIN_WEIGHT_QUANT,MAX_WEIGHT_QUANT,MIN_COST,RATE,TPT_DAY_COUNT,COST_PER_UNIT,DAILY_CAPACITY,SHIP_AHEAD_DAY_COUNT,SHIP_LATE_DAY_COUNT,UNIT_QUANT,WEIGHT
,1447403223,,,,,,2,,,3,0,240,1
,1447373499,,,,,,2,,,3,0,315,1
,1447266970,,,,,,2,,,3,0,292,4
,1447373521,,,,,,2,,,3,0,362,4
,1447304795,,,,,,2,,,3,0,286,4
,1447304801,,,,,,2,,,3,0,322,4
,1447312469,,,,,,2,,,3,0,280,0
,1447373519,,,,,,2,,,3,0,352,2
,1447229000,,,,,,2,,,3,0,376,5
,1447229004,,,,,,2,,,3,0,280,2
,1447304800,,,,,,2,,,3,0,287,2
,1447373520,,,,,,2,,,3,0,290,4
,1447261172,,,,,,2,,,3,0,318,3
,1447229003,,,,,,2,,,3,0,315,4
,1447304794,,,,,,2,,,3,0,315,4
,1447373517,,,,,,2,,,3,0,344,4
,1447373518,,,,,,2,,,3,0,371,4
,1447304797,,,,,,2,,,3,0,322,4
,1447229002,,,,,,2,,,3,0,289,0
,1447373516,,,,,,2,,,3,0,369,4
,1447229005,,,,,,2,,,3,0,293,0
,1447304796,,,,,,2,,,3,0,307,4
,1447194397,,,,,,2,,,3,0,298,0
,1447229001,,,,,,2,,,3,0,311,5
,1447373462,,,,,,2,,,3,0,256,1
,1447194394,,,,,,2,,,3,0,344,1
,1447194396,,,,,,2,,,3,0,314,0
,1447194395,,,,,,2,,,3,0,302,0
,1447304798,,,,,,2,,,3,0,378,7
,1447304799,,,,,,2,,,3,0,419,7
,1447373477,,,,,,2,,,3,0,326,1
,1447305016,,,,,,2,,,3,0,319,1
,1447373463,,,,,,2,,,3,0,281,1
,1447390898,,,,,,2,,,3,0,328,0
,1447373500,,,,,,2,,,3,0,316,4
,1447389209,,,,,,2,,,3,0,403,9
,1447219336,,,,,,2,,,3,0,323,1
,1447261163,,,,,,2,,,3,0,361,6
,1447219335,,,,,,2,,,3,0,367,3
,1447241517,,,,,,2,,,3,0,301,4
,1447241518,,,,,,2,,,3,0,317,1
,1447398965,,,,,,2,,,3,0,316,5
,1447373493,,,,,,2,,,3,0,299,0
,1447373512,,,,,,2,,,3,0,372,5
,1447281463,,,,,,2,,,3,0,289,1
,1447187564,,,,,,2,,,3,0,910,14
,1447261159,,,,,,2,,,3,0,1138,18
,1447227122,,,,,,2,,,3,0,460,3
,1447212629,,,,,,2,,,3,0,327,0
,1447227124,,,,,,2,,,3,0,406,2
,1447390892,,,,,,2,,,3,0,273,0
,1447393110,,,,,,2,,,3,0,545,3
,1447323825,,,,,,2,,,3,0,1263,8
,1447373483,,,,,,2,,,3,0,287,3
,1447373509,,,,,,2,,,3,0,355,0
,1447373469,,,,,,2,,,3,0,329,1
,1447227123,,,,,,2,,,3,0,314,0
,1447261158,,,,,,2,,,3,0,874,5
,1447227125,,,,,,2,,,3,0,395,1
,1447179661,,,,,,2,,,3,0,316,0
,1447313161,,,,,,2,,,3,0,297,1
,1447373425,,,,,,2,,,3,0,280,2
,1447373449,,,,,,2,,,3,0,306,3
,1447373459,,,,,,2,,,3,0,352,6
,1447373457,,,,,,2,,,3,0,335,1
,1447240822,,,,,,2,,,3,0,334,3
,1447373458,,,,,,2,,,3,0,348,3
,1447373460,,,,,,2,,,3,0,350,3
,1447305226,,,,,,2,,,3,0,324,7
,1447373522,,,,,,2,,,3,0,389,11
,1447373523,,,,,,2,,,3,0,275,5
,1447308930,,,,,,2,,,3,0,297,8
,1447261160,,,,,,2,,,3,0,256,2
,1447241509,,,,,,2,,,3,0,278,2
,1447241511,,,,,,2,,,3,0,326,0
,1447373514,,,,,,2,,,3,0,325,3
,1447261161,,,,,,2,,,3,0,261,2
,1447241507,,,,,,2,,,3,0,244,0
,1447241513,,,,,,2,,,3,0,308,1
,1447261162,,,,,,2,,,3,0,264,0
,1447214659,,,,,,2,,,3,0,313,0
,1447219887,,,,,,2,,,3,0,262,0
,1447187237,,,,,,2,,,3,0,279,0
,1447281391,,,,,,2,,,3,0,276,0
,1447281390,,,,,,2,,,3,0,339,0
,1447373494,,,,,,2,,,3,0,240,0
,1447373466,,,,,,2,,,3,0,281,0
,1447191649,,,,,,2,,,3,0,289,0
,1447390897,,,,,,2,,,3,0,795,2
,1447373504,,,,,,2,,,3,0,290,0
,1447410717,,,,,,2,,,3,0,356,1
,1447229203,,,,,,2,,,3,0,319,0
,1447207594,,,,,,2,,,3,0,239,0
,1447373495,,,,,,2,,,3,0,2561,24
,1447391442,,,,,,2,,,3,0,381,8
,1447373489,,,,,,2,,,3,0,314,1
,1447373511,,,,,,2,,,3,0,323,1
,1447373490,,,,,,2,,,3,0,249,1
,1447373513,,,,,,2,,,3,0,320,2
,1447211434,,,,,,2,,,3,0,301,0
,1447362503,,,,,,4,,,0,0,9286,4
,1447273023,,,,,,4,,,0,0,6288,3
,1447327828,,,,,,4,,,0,0,18297,8
,1447350150,,,,,,4,,,0,0,18328,8
,1447209354,,,,,,4,,,0,0,12331,5
,1447273038,,,,,,4,,,0,0,15331,7
,1447156286,,,,,,4,,,0,0,18264,8
,1447207801,,,,,,4,,,0,0,6253,3
,1447353640,,,,,,4,,,0,0,6285,3
,1447172090,,,,,,4,,,0,0,18329,8
,1447203522,,,,,,4,,,0,0,12333,5
,1447353624,,,,,,4,,,0,0,3273,1
,1447384077,,,,,,4,,,0,0,3254,1
,1447331098,,,,,,4,,,0,0,3261,1
,1447172061,,,,,,4,,,0,0,9286,4
,1447289953,,,,,,4,,,0,0,3313,1
,1447310383,,,,,,4,,,0,0,12251,5
,1447152287,,,,,,4,,,0,0,3278,1
,1447207802,,,,,,4,,,0,0,6301,3
,1447269304,,,,,,4,,,0,0,15268,7
,1447269278,,,,,,4,,,0,0,6265,3
,1447172088,,,,,,4,,,0,0,18308,8
,1447269269,,,,,,4,,,0,0,6293,3
,1447201494,,,,,,4,,,0,0,6277,3
,1447272973,,,,,,4,,,0,0,6267,3
,1447286377,,,,,,4,,,0,0,12279,5
,1447384052,,,,,,4,,,0,0,6233,3
,1447201524,,,,,,4,,,0,0,6284,3
,1447384055,,,,,,4,,,0,0,18331,8
,1447310390,,,,,,4,,,0,0,12326,5
,1447221387,,,,,,4,,,0,0,3319,1
,1447207820,,,,,,4,,,0,0,6309,3
,1447201517,,,,,,4,,,0,0,15263,7
,1447353629,,,,,,4,,,0,0,6265,3
,1447269353,,,,,,4,,,0,0,18240,8
,1447286292,,,,,,4,,,0,0,6301,3
,1447172041,,,,,,4,,,0,0,3296,1
,1447156283,,,,,,4,,,0,0,3268,1
,1447272984,,,,,,4,,,0,0,6321,3
,1447290014,,,,,,4,,,0,0,18264,8
,1447162260,,,,,,4,,,0,0,15243,7
,1447290012,,,,,,4,,,0,0,9237,4
,1447152289,,,,,,4,,,0,0,15301,7
,1447201512,,,,,,4,,,0,0,6307,3
,1447353625,,,,,,4,,,0,0,3261,1
,1447399905,,,,,,0,,,3,0,16240,24
,1447335401,,,,,,0,,,3,0,1402,75
,1447311716,,,,,,0,,,3,0,1474,15
,1447322708,,,,,,0,,,3,0,2812,13
,1447182396,,,,,,0,,,3,0,1090,4
,1447185194,,,,,,0,,,3,0,2853,13
,1447182387,,,,,,0,,,3,0,1099,4
,1447207513,,,,,,0,,,3,0,3626,17
,1447320602,,,,,,0,,,3,0,1941,8
,1447182386,,,,,,0,,,3,0,1139,4
,1447269478,,,,,,0,,,3,0,1916,8
,1447269480,,,,,,0,,,3,0,2002,8
,1447399908,,,,,,0,,,3,0,1258,3
,1447184600,,,,,,0,,,3,0,1518,3
,1447386506,,,,,,0,,,3,0,914,1
,1447326639,,,,,,0,,,3,0,2648,5
,1447184597,,,,,,0,,,3,0,1443,3
,1447242879,,,,,,0,,,3,0,2108,4
,1447242878,,,,,,0,,,3,0,1454,3
,1447320603,,,,,,0,,,3,0,909,1
,1447286436,,,,,,0,,,3,0,909,1
,1447286435,,,,,,0,,,3,0,904,1
,1447378806,,,,,,0,,,3,0,3838,8
,1447182405,,,,,,0,,,3,0,2000,6
,1447364749,,,,,,0,,,3,0,3650,12
,1447396881,,,,,,0,,,3,0,3618,13
,1447278503,,,,,,0,,,3,0,3633,12
,1447369945,,,,,,0,,,3,0,1930,6
,1447196785,,,,,,0,,,3,0,3601,7
,1447385927,,,,,,0,,,3,0,5305,10
,1447405875,,,,,,0,,,3,0,1935,3
,1447399899,,,,,,0,,,3,0,1974,3
,1447412842,,,,,,0,,,3,0,4838,9
,1447385918,,,,,,0,,,3,0,44359,43
,1447299630,,,,,,0,,,3,0,15277,14
,1447184611,,,,,,0,,,3,0,2806,2
,1447231050,,,,,,0,,,3,0,2776,3
,1447399900,,,,,,0,,,3,0,5292,6
,1447196787,,,,,,0,,,3,0,2787,3
,1447182372,,,,,,0,,,3,0,2757,3
,1447295077,,,,,,0,,,3,0,35263,16
,1447184608,,,,,,0,,,3,0,2678,26
,1447254398,,,,,,0,,,3,0,2071,20
,1447334666,,,,,,0,,,3,0,5092,55
,1447182400,,,,,,0,,,3,0,1319,5
,1447323148,,,,,,0,,,3,0,3242,15
,1447280406,,,,,,0,,,3,0,7288,33
,1447372039,,,,,,0,,,3,0,2012,5
,1447254397,,,,,,0,,,3,0,1216,3
,1447305783,,,,,,0,,,3,0,2758,2
,1447312169,,,,,,0,,,3,0,10307,7
,1447329265,,,,,,0,,,3,0,100257,76
,1447269476,,,,,,0,,,3,0,20276,15
,1447421844,,,,,,0,,,3,0,6583,17
,1447421255,,,,,,0,,,3,0,2970,8
,1447343381,,,,,,0,,,3,0,11033,28
,1447390884,,,,,,0,,,3,0,8367,23
,1447242880,,,,,,0,,,3,0,15604,49
,1447320329,,,,,,0,,,3,0,34516,106
,1447387536,,,,,,0,,,3,0,30869,93
,1447189600,,,,,,0,,,3,0,36233,103
,1447182388,,,,,,0,,,3,0,3842,36
,1447269474,,,,,,0,,,3,0,2060,20
,1447405842,,,,,,0,,,3,0,2118,20
,1447310423,,,,,,0,,,3,0,3834,37
,1447184603,,,,,,0,,,3,0,1162,5
,1447184602,,,,,,0,,,3,0,1164,2
,1447372038,,,,,,0,,,3,0,673,1
,1447372031,,,,,,0,,,3,0,1851,4
,1447293053,,,,,,0,,,3,0,1924,4
,1447278507,,,,,,0,,,3,0,6688,12
,1447182404,,,,,,0,,,3,0,3507,6
,1447399903,,,,,,0,,,3,0,1922,3
,1447182406,,,,,,0,,,3,0,3515,6
,1447364735,,,,,,0,,,3,0,5094,9
,1447369944,,,,,,0,,,3,0,3498,6
,1447320651,,,,,,0,,,3,0,9886,85
,1447178352,,,,,,0,,,3,0,9894,95
,1447269475,,,,,,0,,,3,0,8054,70
,1447305206,,,,,,0,,,3,0,9903,89
,1447364747,,,,,,0,,,3,0,1440,6
,1447196784,,,,,,0,,,3,0,3274,17
,1447184610,,,,,,0,,,3,0,1462,6
,1447385926,,,,,,0,,,3,0,5040,23
,1447399902,,,,,,0,,,3,0,1479,6
,1447278508,,,,,,0,,,3,0,919,3
,1447405876,,,,,,0,,,3,0,2074,9
,1447399898,,,,,,0,,,3,0,844,3
,1447403212,,,,,,0,,,3,0,924,3
,1447306817,,,,,,0,,,3,0,910,3
,1447386267,,,,,,0,,,3,0,2081,8
,1447189599,,,,,,0,,,3,0,927,3
,1447399901,,,,,,0,,,3,0,3242,12
,1447399907,,,,,,0,,,3,0,11730,43
,1447322709,,,,,,0,,,3,0,4469,18
,1447269513,,,,,,0,,,3,0,41038,152
,1447306129,,,,,,0,,,3,0,13517,51
,1447385917,,,,,,0,,,3,0,39875,129
,1447325918,,,,,,0,,,3,0,6311,23
,1447299631,,,,,,0,,,3,0,14718,43
,1447278502,,,,,,0,,,3,0,1480,4
,1447178198,,,,,,0,,,3,0,1467,4
,1447335402,,,,,,0,,,3,0,846,2
,1447335403,,,,,,0,,,3,0,1456,4
,1447369943,,,,,,0,,,3,0,2083,5
,1447365153,,,,,,0,,,3,0,5066,13
,1447231053,,,,,,0,,,3,0,4504,13
,1447365154,,,,,,0,,,3,0,5086,13
,1447182376,,,,,,0,,,3,0,6252,19
,1447183196,,,,,,0,,,3,0,837,2
,1447182379,,,,,,0,,,3,0,2333,5
,1447405827,,,,,,0,,,3,0,2297,5
,1447182373,,,,,,0,,,3,0,2266,5
,1447184605,,,,,,0,,,3,0,685,2
,1447306134,,,,,,0,,,3,0,733,2
,1447182883,,,,,,0,,,3,0,1172,3
,1447184588,,,,,,0,,,3,0,2846,10
,1447255583,,,,,,0,,,3,0,671,2
,1447231072,,,,,,0,,,3,0,2801,9
,1447182882,,,,,,0,,,3,0,1154,3
,1447320586,,,,,,0,,,3,0,1961,7
,1447320592,,,,,,0,,,3,0,3651,13
,1447223804,,,,,,0,,,3,0,724,2
,1447184604,,,,,,0,,,3,0,679,1
,1447320595,,,,,,0,,,3,0,1308,2
,1447320606,,,,,,0,,,3,0,3292,6
,1447406958,,,,,,0,,,3,0,3312,6
,1447182401,,,,,,0,,,3,0,1316,6
,1447399914,,,,,,0,,,3,0,1321,6
,1447231073,,,,,,0,,,3,0,1267,4
,1447182884,,,,,,0,,,3,0,1334,4
,1447254391,,,,,,0,,,3,0,1115,3
,1447254392,,,,,,0,,,3,0,6707,24
,1447245217,,,,,,0,,,3,0,2715,9
,1447320583,,,,,,0,,,3,0,1067,3
,1447320594,,,,,,0,,,3,0,1080,3
,1447264574,,,,,,0,,,3,0,1110,3
,1447355119,,,,,,0,,,3,0,4236,15
,1447320588,,,,,,0,,,3,0,2265,7
,1447372037,,,,,,0,,,3,0,3031,8
,1447399904,,,,,,0,,,3,0,4808,15
,1447355123,,,,,,0,,,3,0,10188,32
,1447355124,,,,,,0,,,3,0,7479,25
,1447343380,,,,,,0,,,3,0,2083,6
,1447184598,,,,,,0,,,3,0,11998,36
,1447182389,,,,,,0,,,3,0,8425,25
,1447184589,,,,,,0,,,3,0,1227,2
,1447320587,,,,,,0,,,3,0,1139,2
,1447327907,,,,,,0,,,3,0,9886,18
,1447399913,,,,,,0,,,3,0,9906,16
,1447213260,,,,,,0,,,3,0,9858,18
,1447399915,,,,,,0,,,3,0,3467,6
,1447182390,,,,,,0,,,3,0,25321,40
,1447355337,,,,,,0,,,3,0,1253,2
,1447182886,,,,,,0,,,3,0,4281,6
,1447299610,,,,,,0,,,3,0,26252,39
,1447182885,,,,,,0,,,3,0,5308,8
,1447373231,,,,,,0,,,3,0,6304,9
,1447371388,,,,,,0,,,3,0,8331,11
,1447184599,,,,,,0,,,3,0,36239,52
,1447410408,,,,,,0,,,3,0,14276,23
,1447391027,,,,,,0,,,3,0,35306,53
,1447320591,,,,,,0,,,3,0,9870,14
,1447280413,,,,,,0,,,3,0,3478,4
,1447264573,,,,,,0,,,3,0,6658,9
,1447320585,,,,,,0,,,3,0,5049,6
,1447185192,,,,,,0,,,3,0,1889,2
,1447355120,,,,,,0,,,3,0,1876,2
,1447245218,,,,,,0,,,3,0,1877,2
,1447231074,,,,,,0,,,3,0,8287,12
,1447399911,,,,,,0,,,3,0,5044,6
,1447209042,,,,,,0,,,3,0,14706,18
,1447350179,,,,,,0,,,3,0,10262,7
,1447209043,,,,,,0,,,3,0,15305,10
,1447320593,,,,,,0,,,3,0,10256,7
,1447369942,,,,,,0,,,3,0,10236,7
,1447209554,,,,,,0,,,3,0,7786,5
,1447255430,,,,,,0,,,3,0,2799,2
,1447320590,,,,,,0,,,3,0,10330,7
,1447320584,,,,,,0,,,3,0,7779,5
,1447399912,,,,,,0,,,3,0,10283,7
,1447254105,,,,,,0,,,3,0,2797,2
,1447201699,,,,,,0,,,3,0,18729,61
,1447182385,,,,,,0,,,3,0,119525,410
,1447398732,,,,,,0,,,3,0,12859,43
,1447394819,,,,,,0,,,3,0,3864,12
,1447329266,,,,,,0,,,3,0,1202,3
,1447184607,,,,,,0,,,3,0,12919,43
,1447329261,,,,,,0,,,3,0,1187,3
,1447407856,,,,,,0,,,3,0,11066,38
,1447407857,,,,,,0,,,3,0,1216,3
,1447329259,,,,,,0,,,3,0,1223,3
,1447407859,,,,,,0,,,3,0,2055,6
,1447280418,,,,,,0,,,3,0,4761,15
,1447329260,,,,,,0,,,3,0,1136,3
,1447184592,,,,,,0,,,3,0,5659,18
,1447398733,,,,,,0,,,3,0,3866,13
,1447320707,,,,,,0,,,3,0,15835,38
,1447320666,,,,,,0,,,3,0,5508,14
,1447288728,,,,,,0,,,3,0,2886,6
,1447182382,,,,,,0,,,3,0,18753,28
,1447327976,,,,,,0,,,3,0,8651,13
,1447327960,,,,,,0,,,3,0,13737,20
,1447280416,,,,,,0,,,3,0,13690,21
,1447399910,,,,,,0,,,3,0,33859,60
,1447280415,,,,,,0,,,3,0,12064,18
,1447399909,,,,,,0,,,3,0,28796,48
,1447280409,,,,,,0,,,3,0,15414,25
,1447328001,,,,,,0,,,3,0,3666,6
,1447182378,,,,,,0,,,3,0,139689,212
,1447223803,,,,,,0,,,3,0,15908,18
,1447182399,,,,,,0,,,3,0,2929,3
,1447302712,,,,,,0,,,3,0,15865,18
,1447196781,,,,,,0,,,3,0,15908,18
,1447184609,,,,,,0,,,3,0,2756,2
,1447293694,,,,,,0,,,3,0,2814,2
,1447366429,,,,,,0,,,3,0,2822,2
,1447375270,,,,,,0,,,3,0,1982,4
,1447305210,,,,,,0,,,3,0,1987,3
,1447231052,,,,,,0,,,3,0,3660,6
,1447305207,,,,,,0,,,3,0,5347,9
,1447182375,,,,,,0,,,3,0,8660,17
,1447231051,,,,,,0,,,3,0,5101,8
,1447182374,,,,,,0,,,3,0,9838,17
,1447405877,,,,,,0,,,3,0,5078,8
,1447305209,,,,,,0,,,3,0,10347,19
,1447209092,,,,,,0,,,3,0,1986,4
,1447299629,,,,,,0,,,3,0,1960,4
,1447305208,,,,,,0,,,3,0,5341,12
,1447399906,,,,,,0,,,3,0,15370,29
,1447185191,,,,,,0,,,3,0,8662,18
,1447185193,,,,,,0,,,3,0,3613,7
,1447326510,,,,,,0,,,3,0,5276,10
,1447326509,,,,,,0,,,3,0,1989,4
,1447254393,,,,,,0,,,3,0,5371,9
,1447269479,,,,,,0,,,3,0,1953,3
,1447385928,,,,,,0,,,3,0,5341,9
,1447182377,,,,,,0,,,3,0,1960,3
,1447196786,,,,,,0,,,3,0,3604,6
,1447405878,,,,,,0,,,3,0,5338,9
,1447326508,,,,,,0,,,3,0,1997,3
,1447396858,,,,,,0,,,0,0,1099,4
,1447280507,,,,,,0,,,0,0,1123,4
,1447178241,,,,,,0,,,0,0,1534,3
,1447352013,,,,,,0,,,0,0,2765,5
,1447264570,,,,,,0,,,0,0,5284,9
,1447264569,,,,,,0,,,0,0,5313,5
,1447214824,,,,,,0,,,0,0,2775,3
,1447308839,,,,,,0,,,0,0,1228,0
,1447214826,,,,,,0,,,0,0,1192,3
,1447414291,,,,,,0,,,0,0,2788,2
,1447286499,,,,,,0,,,0,0,1913,3
,1447328085,,,,,,0,,,0,0,688,2
,1447214825,,,,,,0,,,0,0,737,2
,1447350348,,,,,,0,,,0,0,2038,5
,1447371476,,,,,,0,,,0,0,3453,6
,1447235003,,,,,,0,,,0,0,1134,1
,1447237186,,,,,,0,,,0,0,1982,2
,1447329264,,,,,,0,,,0,0,3030,9
,1447329263,,,,,,0,,,0,0,2075,6
,1447305655,,,,,,2,,,3,0,744,5
,1447390851,,,,,,2,,,3,0,348,2
,1447385218,,,,,,0,,,0,0,332,1
,1447337779,,,,,,0,,,0,0,358,1
,1447406948,,,,,,0,,,3,0,409,37
,1447154165,,,,,,0,,,3,0,438,43
,1447163389,,,,,,0,,,3,0,824,133
,1447213717,,,,,,0,,,3,0,378,20
,1447153523,,,,,,0,,,3,0,501,59
,1447368704,,,,,,0,,,3,0,421,27
,1447213718,,,,,,0,,,3,0,288,11
,1447213716,,,,,,0,,,3,0,322,22
,1447157082,,,,,,0,,,3,0,303,12
,1447217765,,,,,,0,,,3,0,409,38
,1447157083,,,,,,0,,,3,0,334,2
,1447402534,,,,,,0,,,3,0,340,7
,1447380111,,,,,,0,,,3,0,366,7
,1447329989,,,,,,0,,,3,0,320,12
,1447326024,,,,,,0,,,3,0,371,17
,1447170964,,,,,,0,,,3,0,281,5
,1447149897,,,,,,0,,,3,0,357,5
,1447235370,,,,,,0,,,3,0,378,10
,1447157036,,,,,,0,,,3,0,377,5
,1447296347,,,,,,0,,,3,0,366,10
,1447296345,,,,,,0,,,3,0,281,2
,1447157049,,,,,,0,,,3,0,286,5
,1447157061,,,,,,0,,,3,0,338,5
,1447157035,,,,,,0,,,3,0,334,5
,1447157048,,,,,,0,,,3,0,377,5
,1447204450,,,,,,0,,,3,0,303,5
,1447368716,,,,,,0,,,3,0,333,1
,1447358790,,,,,,0,,,3,0,304,528
,1447281733,,,,,,0,,,3,0,333,2338
,1447281738,,,,,,0,,,3,0,370,749
,1447385611,,,,,,0,,,3,0,318,361
,1447217766,,,,,,0,,,3,0,402,68
,1447164686,,,,,,2,,,0,0,263,3
,1447351504,,,,,,2,,,0,0,307,7
,1447351505,,,,,,2,,,0,0,259,7
,1447184438,,,,,,2,,,0,0,259,1
,1447184437,,,,,,2,,,0,0,315,2
,1447331095,,,,,,2,,,0,0,299,1
,1447184439,,,,,,2,,,0,0,318,1
,1447149017,,,,,,2,,,0,0,282,2
,1447206035,,,,,,2,,,0,0,345,3
,1447180383,,,,,,2,,,0,0,382,11
,1447180379,,,,,,2,,,0,0,256,2
,1447306324,,,,,,2,,,0,0,280,4
,1447185553,,,,,,2,,,0,0,336,1
,1447180388,,,,,,2,,,0,0,301,3
,1447185556,,,,,,2,,,0,0,287,1
,1447180384,,,,,,2,,,0,0,328,1
,1447283490,,,,,,2,,,0,0,295,1
,1447226771,,,,,,2,,,0,0,248,2
,1447226776,,,,,,2,,,0,0,310,1
,1447206025,,,,,,2,,,0,0,265,1
,1447180378,,,,,,2,,,0,0,366,7
,1447306340,,,,,,2,,,0,0,292,1
,1447226773,,,,,,2,,,0,0,265,2
,1447180376,,,,,,2,,,0,0,383,12
,1447283488,,,,,,2,,,0,0,338,1
,1447149062,,,,,,2,,,0,0,321,2
,1447226775,,,,,,2,,,0,0,289,4
,1447211578,,,,,,2,,,0,0,332,15
,1447248520,,,,,,2,,,0,0,330,4
,1447165173,,,,,,2,,,0,0,311,4
,1447266597,,,,,,2,,,0,0,295,4
,1447283487,,,,,,2,,,0,0,292,4
,1447165166,,,,,,2,,,0,0,273,4
,1447283489,,,,,,2,,,0,0,305,4
,1447226770,,,,,,2,,,0,0,286,4
,1447226769,,,,,,2,,,0,0,351,4
,1447165169,,,,,,2,,,0,0,443,25
,1447149040,,,,,,2,,,0,0,416,28
,1447226772,,,,,,2,,,0,0,319,4
,1447248541,,,,,,2,,,0,0,287,4
,1447306339,,,,,,2,,,0,0,337,4
,1447206031,,,,,,2,,,0,0,271,4
,1447149016,,,,,,2,,,0,0,311,4
,1447206034,,,,,,2,,,0,0,300,4
,1447183258,,,,,,2,,,0,0,330,4
,1447185558,,,,,,2,,,0,0,297,4
,1447149076,,,,,,2,,,0,0,301,4
,1447187813,,,,,,2,,,0,0,282,4
,1447323623,,,,,,2,,,0,0,346,8
,1447226777,,,,,,2,,,0,0,346,4
,1447306322,,,,,,2,,,0,0,322,4
,1447323624,,,,,,2,,,0,0,325,1
,1447206032,,,,,,2,,,0,0,290,1
,1447165170,,,,,,2,,,0,0,337,4
,1447149077,,,,,,2,,,0,0,285,3
,1447206024,,,,,,2,,,0,0,252,3
,1447224214,,,,,,2,,,0,0,305,4
,1447367721,,,,,,2,,,0,0,320,1
,1447306323,,,,,,2,,,0,0,328,1
,1447407247,,,,,,2,,,0,0,288,1
,1447248521,,,,,,2,,,0,0,308,11
,1447165167,,,,,,2,,,0,0,299,1
,1447243895,,,,,,2,,,0,0,275,1
,1447280057,,,,,,2,,,0,0,312,1
,1447226778,,,,,,2,,,0,0,302,1
,1447274949,,,,,,2,,,0,0,328,1
,1447161481,,,,,,2,,,0,0,251,7
,1447201448,,,,,,2,,,0,0,271,1
,1447243155,,,,,,2,,,0,0,315,2
,1447265488,,,,,,2,,,3,0,355,23
,1447164689,,,,,,2,,,3,0,280,1
,1447305602,,,,,,2,,,3,0,692,283
,1447149217,,,,,,2,,,3,0,295,2
,1447174177,,,,,,2,,,3,0,275,1
,1447189290,,,,,,2,,,3,0,321,2
,1447191613,,,,,,2,,,3,0,353,8
,1447305601,,,,,,2,,,3,0,301,2
,1447183329,,,,,,2,,,3,0,324,3
,1447223075,,,,,,2,,,3,0,366,28
,1447384225,,,,,,2,,,3,0,405,33
,1447162331,,,,,,2,,,3,0,297,1
,1447280296,,,,,,2,,,3,0,261,1
,1447365218,,,,,,2,,,3,0,319,2
,1447411404,,,,,,2,,,3,0,341,4
,1447269362,,,,,,2,,,3,0,344,7
,1447174178,,,,,,2,,,3,0,264,4
,1447402012,,,,,,2,,,3,0,440,39
,1447168781,,,,,,2,,,3,0,1321,171
,1447419531,,,,,,2,,,3,0,301,5
,1447185061,,,,,,2,,,3,0,352,14
,1447278346,,,,,,2,,,3,0,333,12
,1447215296,,,,,,2,,,3,0,310,7
,1447378365,,,,,,2,,,3,0,329,2
,1447188340,,,,,,2,,,3,0,287,1
,1447356536,,,,,,2,,,3,0,289,5
,1447340568,,,,,,2,,,3,0,327,3
,1447266631,,,,,,2,,,3,0,332,3
,1447180515,,,,,,2,,,3,0,310,4
,1447170780,,,,,,2,,,3,0,253,4
,1447305605,,,,,,2,,,3,0,352,8
,1447362563,,,,,,2,,,3,0,343,23
,1447356537,,,,,,2,,,3,0,240,2
,1447340521,,,,,,2,,,3,0,295,1
,1447378363,,,,,,2,,,3,0,236,1
,1447291996,,,,,,2,,,3,0,317,3
,1447335261,,,,,,2,,,3,0,281,1
,1447289238,,,,,,2,,,3,0,386,32
,1447215297,,,,,,2,,,3,0,317,12
,1447266615,,,,,,2,,,3,0,348,2
,1447297885,,,,,,2,,,3,0,335,0
,1447335260,,,,,,2,,,3,0,251,2
,1447191265,,,,,,2,,,3,0,1289,185
,1447373245,,,,,,2,,,3,0,1317,181
,1447151468,,,,,,2,,,3,0,277,4
,1447329780,,,,,,2,,,3,0,321,18
,1447323093,,,,,,2,,,0,0,873,183
,1447419527,,,,,,2,,,0,0,250,3
,1447387291,,,,,,2,,,0,0,340,14
,1447368584,,,,,,2,,,0,0,654,145
,1447391566,,,,,,2,,,0,0,310,2
,1447348678,,,,,,2,,,0,0,416,44
,1447215298,,,,,,2,,,3,0,420,53
,1447221457,,,,,,2,,,3,0,325,1
,1447168068,,,,,,2,,,3,0,309,1
,1447340520,,,,,,2,,,3,0,324,2
,1447378366,,,,,,2,,,3,0,272,2
,1447265429,,,,,,2,,,0,0,1140,278
,1447201559,,,,,,2,,,3,0,834,192
,1447248905,,,,,,2,,,0,0,728,117
,1447151467,,,,,,2,,,3,0,762,137
,1447243256,,,,,,2,,,0,0,667,103
,1447225218,,,,,,2,,,0,0,761,138
,1447266634,,,,,,2,,,3,0,305,11
,1447168067,,,,,,2,,,3,0,265,1
,1447221455,,,,,,2,,,3,0,311,2
,1447188341,,,,,,2,,,3,0,333,1
,1447168066,,,,,,2,,,3,0,310,1
,1447221456,,,,,,2,,,3,0,299,1
,1447188343,,,,,,2,,,3,0,269,1
,1447378364,,,,,,2,,,3,0,296,3
,1447265474,,,,,,2,,,3,0,237,1
,1447305604,,,,,,2,,,3,0,432,76
,1447225217,,,,,,2,,,0,0,517,120
,1447323092,,,,,,2,,,0,0,947,326
,1447297886,,,,,,2,,,3,0,347,39
,1447407055,,,,,,2,,,0,0,766,259
,1447151466,,,,,,2,,,3,0,742,269
