PLANTPRODCUST_ID,PRODUCT_ID,PLANT_LOCATION_ID,CUSTOMER
60923,1689298,14,
60924,1671819,14,
60926,1685258,24,
60927,1668362,14,
60928,1681883,19,
60929,1691783,24,
60930,1672621,16,
60932,1685280,24,
60934,1682832,13,
60935,1670729,12,
60939,1697454,15,
60940,1654497,14,
60943,1651377,14,
60944,1688092,15,
60945,1697128,12,
60947,1701550,12,
60948,1669584,14,
60949,1688629,14,
60950,1684767,15,
60951,1682366,16,
60952,1699768,15,
60953,1690273,12,
60954,1685250,24,
60955,1685281,24,
60956,1699591,14,
60961,1697147,12,
60964,1683426,21,
60966,1687353,23,
60967,1660742,16,
60968,1699298,14,
60969,1664258,14,
60971,1689539,27,
60972,1688880,12,
60973,1699372,14,
60976,1668639,14,
60977,1613321,14,
60981,1688621,21,
60983,0,13,
60984,1682832,21,
60985,1695766,12,
60986,1692226,12,
60988,1685305,24,
60990,1688633,22,
60991,1684649,17,
60992,1692942,14,
60993,1677328,27,
60994,1700958,14,
60995,1687346,14,
60996,1690621,21,
60997,1700142,14,
61001,1680682,15,
61002,1694139,28,
61007,1683430,14,
61009,1678000,14,
61010,1693101,14,
61013,1677690,14,
61015,1680690,15,
61017,1699947,14,
61020,1699369,20,
61022,1689550,14,
61024,1671769,29,
61028,1698749,12,
61030,1654619,14,
61031,1700870,14,
61032,1694557,12,
61033,1660578,14,
61034,1685952,23,
61038,1697080,14,
61041,1699312,14,
61042,1637055,23,
61043,1696798,27,
61045,1700871,14,
61046,1692106,14,
61048,1699248,14,
61055,1683354,14,
61059,1674918,28,
61060,1695911,15,
61061,1699971,14,
61062,1685294,24,
61064,1688621,22,
61065,1683407,13,
61067,1682853,13,
61068,1689779,14,
61072,1673246,14,
61073,1680699,21,
61074,1683769,13,
61075,1696482,14,
61076,1692401,14,
61079,1685107,22,
61080,1688290,14,
61081,1698930,14,
61082,1689549,14,
61083,1682802,14,
61084,1690493,12,
61087,1699769,14,
61089,1673687,14,
61090,1657063,14,
61092,1684644,13,
61095,1683636,14,
61096,1652080,14,
61097,1688589,13,
61102,1672088,14,
61105,1699308,14,
61106,1671951,14,
61109,1689548,14,
61110,1686434,27,
61111,1652644,14,
61112,1668492,14,
61114,1677887,14,
61118,1692333,14,
61120,1684170,15,
61124,1692867,12,
60101,1699696,14,Customer_22
60103,1662238,14,Customer_14
60108,1687521,14,Customer_13
60111,1689145,14,Customer_31
60113,1672245,24,Customer_28
60115,1699310,14,Customer_42
60118,1699022,14,Customer_27
60121,1677889,14,Customer_09
60123,1690006,14,Customer_28
60127,1690616,14,Customer_33
60128,1699794,14,Customer_24
60131,1677878,14,Customer_28
60132,1688629,14,Customer_33
60133,1658528,14,Customer_28
60135,1689033,14,Customer_13
60139,1672713,14,Customer_14
60140,1682769,14,Customer_42
60143,1668128,14,Customer_26
60144,1690621,14,Customer_39
60146,1662238,14,Customer_28
60148,1668547,14,Customer_15
60150,1692956,14,Customer_29
60154,1668607,14,Customer_13
60156,1654766,14,Customer_32
60159,1699540,14,Customer_27
60163,1683634,14,Customer_31
60164,1687346,14,Customer_46
60168,1699555,14,Customer_42
60169,1677891,14,Customer_09
60170,1668545,14,Customer_26
60175,1676942,14,Customer_15
60177,1666990,23,Customer_39
60178,1693453,14,Customer_07
60179,1690617,14,Customer_46
60180,1699242,14,Customer_25
60185,1668097,14,Customer_29
60186,1699315,14,Customer_42
60188,1682679,14,Customer_10
60190,1686463,14,Customer_36
60191,1623991,14,Customer_13
60192,1691700,14,Customer_13
60194,0,13,Customer_38
60196,1690006,14,Customer_21
60197,1697087,14,Customer_21
60200,1651299,14,Customer_21
60201,1696746,14,Customer_31
60204,1697444,14,Customer_31
60205,1683200,14,Customer_31
60206,1663347,14,Customer_13
60208,1687346,14,Customer_44
60211,1615677,14,Customer_21
60212,1663396,14,Customer_01
60213,1662552,14,Customer_28
60215,1692723,27,Customer_21
60216,1662552,14,Customer_44
60217,1689541,14,Customer_39
60219,1689012,14,Customer_15
60221,1660579,14,Customer_13
60223,1620552,14,Customer_13
60224,1700140,14,Customer_28
60225,1699674,14,Customer_27
60226,1700094,14,Customer_25
60228,1692108,14,Customer_28
60234,1697080,14,Customer_28
60235,1700958,14,Customer_13
60237,1683197,14,Customer_31
60238,1699955,14,Customer_21
60239,1699948,14,Customer_13
60248,1682802,14,Customer_46
60249,1652630,14,Customer_13
60253,1646392,24,Customer_26
60254,1653237,24,Customer_33
60256,1655373,14,Customer_15
60261,1654623,14,Customer_21
60262,1698977,14,Customer_27
60264,1693700,14,Customer_28
60265,1668547,14,Customer_46
60266,1696654,14,Customer_07
60271,1672986,19,Customer_05
60273,1668496,14,Customer_31
60275,1668492,14,Customer_14
60276,1700130,14,Customer_28
60277,1655818,14,Customer_14
60278,1689145,14,Customer_32
60279,1668545,14,Customer_31
60280,1699546,14,Customer_27
60283,1699562,14,Customer_42
60285,1697080,14,Customer_44
60287,1677891,14,Customer_18
60292,1683203,14,Customer_24
60295,1691393,27,Customer_21
60296,1687661,14,Customer_21
60297,1697444,14,Customer_15
60299,1689549,14,Customer_33
60301,1678759,14,Customer_32
60309,1696754,14,Customer_31
60311,1688571,14,Customer_33
60313,1700570,14,Customer_10
60315,1677884,14,Customer_22
60316,1682859,14,Customer_09
60317,1692940,14,Customer_13
60318,1680915,14,Customer_24
60321,0,13,Customer_28
60323,1683935,14,Customer_36
60326,1683636,14,Customer_24
60328,1697071,14,Customer_28
60331,1685333,23,Customer_33
60332,1683199,14,Customer_24
60334,1682757,14,Customer_09
60336,1676566,14,Customer_13
60339,1660885,14,Customer_32
60343,1699318,14,Customer_27
60344,1699993,14,Customer_42
60346,1687346,14,Customer_32
60350,1663341,14,Customer_21
60351,1688589,14,Customer_46
60352,1686756,14,Customer_21
60353,1651298,14,Customer_32
60355,1699336,27,Customer_16
60358,1690006,14,Customer_32
60359,1677878,14,Customer_26
60362,1689147,14,Customer_15
60364,1683199,14,Customer_21
60365,1699268,14,Customer_27
60369,1689145,14,Customer_44
60370,1664051,14,Customer_14
60374,1681376,24,Customer_35
60380,1677877,14,Customer_32
60382,1699625,14,Customer_27
60383,1655723,14,Customer_21
60384,1621717,23,Customer_13
60387,1668545,14,Customer_13
60389,1693618,14,Customer_25
60391,1641237,14,Customer_28
60392,1662395,14,Customer_15
60396,1697883,27,Customer_16
60404,1651933,14,Customer_14
60408,1688571,14,Customer_46
60413,1699371,14,Customer_42
60415,1696748,14,Customer_13
60417,1689547,14,Customer_34
60419,1677878,14,Customer_22
60420,1689469,14,Customer_05
60422,1674378,24,Customer_28
60424,1660677,14,Customer_24
60425,1677690,14,Customer_13
60427,1688587,14,Customer_02
60428,1699361,14,Customer_22
60429,1682805,14,Customer_28
60430,1699953,14,Customer_32
60431,1656839,14,Customer_14
60432,1692333,14,Customer_36
60434,1655818,14,Customer_28
60437,1683200,14,Customer_22
60442,1699948,14,Customer_43
60443,1689546,14,Customer_39
60444,1682832,14,Customer_33
60445,1688575,14,Customer_29
60447,1700138,14,Customer_36
60450,1693117,14,Customer_26
60453,1662551,14,Customer_05
60454,1669409,14,Customer_29
60456,1668612,14,Customer_32
60461,1623991,14,Customer_14
60462,1668547,14,Customer_25
60463,1682754,14,Customer_09
60465,1682757,14,Customer_46
60467,1695345,14,Customer_21
60468,1651350,14,Customer_21
60470,1682814,14,Customer_42
60471,1677229,23,Customer_28
60472,1700094,14,Customer_31
60473,1660885,14,Customer_21
60474,1689547,14,Customer_33
60476,1663341,14,Customer_14
60479,1651126,14,Customer_15
60483,1666994,23,Customer_28
60484,1696075,14,Customer_23
60486,1682648,14,Customer_09
60487,1688587,14,Customer_18
60490,1682739,14,Customer_29
60491,1676853,14,Customer_32
60497,1690621,14,Customer_46
60500,1666961,23,Customer_39
60502,1692108,14,Customer_32
60505,1674853,14,Customer_14
60507,1668545,14,Customer_32
60509,1699380,14,Customer_27
60510,1689147,14,Customer_28
60512,1684497,24,Customer_35
60516,1699834,14,Customer_27
60519,1697781,23,Customer_39
60521,1687346,14,Customer_22
60522,1680210,14,Customer_13
60524,1688294,14,Customer_29
60525,1682914,23,Customer_12
60526,1699022,14,Customer_42
60532,1682835,14,Customer_33
60536,1697080,14,Customer_21
60541,1671942,14,Customer_14
60542,1688629,14,Customer_34
60543,1693747,14,Customer_39
60544,1666954,14,Customer_26
60546,1690627,14,Customer_39
60549,1657013,23,Customer_39
60555,1669409,14,Customer_31
60559,1693700,14,Customer_32
60560,1689783,14,Customer_46
60563,1699666,14,Customer_39
60566,1693019,14,Customer_26
60567,1681699,23,Customer_12
60568,1652887,24,Customer_28
60572,1690327,14,Customer_15
60577,1683424,14,Customer_09
60587,1692333,14,Customer_06
60591,1696074,14,Customer_23
60594,1682751,14,Customer_24
60598,1700140,14,Customer_39
60612,1662554,14,Customer_21
60613,1693618,14,Customer_31
60615,1668347,14,Customer_21
60620,1696758,14,Customer_13
60621,1683405,14,Customer_09
60625,1683203,14,Customer_15
60628,1700097,14,Customer_31
60630,1669702,14,Customer_21
60631,1668545,14,Customer_28
60632,1654497,14,Customer_13
60633,1697080,14,Customer_32
60636,1671834,14,Customer_10
60638,1699952,14,Customer_21
60643,1683409,14,Customer_09
60644,1682736,14,Customer_46
60645,1650568,14,Customer_15
60647,1680245,23,Customer_39
60648,1652644,14,Customer_21
60649,1698988,14,Customer_27
60651,1699539,14,Customer_27
60654,1699561,14,Customer_42
60655,1677884,14,Customer_13
60659,1698997,14,Customer_25
60662,1699953,14,Customer_08
60663,1672713,14,Customer_33
60664,1692722,27,Customer_21
60665,1701405,14,Customer_18
60666,1695687,14,Customer_36
60667,1687491,14,Customer_24
60668,1693101,14,Customer_26
60672,1622685,14,Customer_15
60673,1701462,14,Customer_14
60674,1685329,23,Customer_18
60675,1671942,14,Customer_21
60678,1671246,23,Customer_28
60679,1690145,24,Customer_35
60680,1695346,14,Customer_18
60681,1685076,24,Customer_33
60684,1684703,14,Customer_01
60686,1676563,14,Customer_13
60690,1699248,14,Customer_42
60691,1668343,14,Customer_25
60693,1699573,14,Customer_27
60695,1700014,14,Customer_22
60697,1675655,14,Customer_26
60698,1689781,14,Customer_18
60699,1620510,14,Customer_13
60701,1660563,14,Customer_14
60702,1677889,14,Customer_21
60706,1689556,14,Customer_26
60707,1702653,27,Customer_16
60708,1682760,14,Customer_42
60710,1683560,14,Customer_14
60711,1670215,14,Customer_05
60714,1697084,14,Customer_28
60716,1674853,14,Customer_18
60717,1689548,14,Customer_13
60721,1683419,14,Customer_29
60723,1688678,14,Customer_21
60724,1675654,14,Customer_21
60725,1683392,14,Customer_29
60734,1643057,14,Customer_15
60735,1650685,14,Customer_15
60736,1685332,23,Customer_18
60737,1700094,14,Customer_21
60738,1696073,14,Customer_13
60739,1666441,14,Customer_13
60740,1660585,14,Customer_28
60742,1662552,14,Customer_31
60743,1672712,14,Customer_28
60744,1699326,14,Customer_27
60745,1666954,14,Customer_21
60746,1701406,14,Customer_46
60747,1688571,14,Customer_09
60748,1700137,14,Customer_28
60749,1689780,14,Customer_42
60750,1687384,14,Customer_36
60751,1680561,14,Customer_21
60755,1655985,24,Customer_33
60756,1699772,14,Customer_21
60757,1699567,14,Customer_42
60758,1682802,14,Customer_32
60759,1655982,14,Customer_15
60762,1682796,14,Customer_33
60763,1689546,14,Customer_13
60772,1683354,14,Customer_15
60776,1700097,14,Customer_25
60777,1686215,14,Customer_28
60779,1651302,14,Customer_28
60780,1688629,14,Customer_42
60784,1621719,24,Customer_13
60785,1692737,27,Customer_21
60786,1677889,14,Customer_32
60787,1664051,14,Customer_13
60788,1697083,14,Customer_28
60789,1666295,14,Customer_25
60790,1695346,14,Customer_21
60793,1682850,14,Customer_38
60800,1687346,14,Customer_31
60801,1697230,14,Customer_31
60802,1699419,14,Customer_42
60803,1699562,14,Customer_27
60806,1690619,14,Customer_39
60810,1700558,14,Customer_10
60812,1663341,14,Customer_22
60814,1689145,14,Customer_14
60818,1688589,14,Customer_33
60826,1683197,14,Customer_21
60827,1690621,14,Customer_28
60831,1668545,14,Customer_25
60832,1689543,14,Customer_09
60833,1689548,14,Customer_21
60835,1689544,14,Customer_46
60838,1683203,14,Customer_31
60840,1666466,14,Customer_14
60846,1689548,14,Customer_46
60848,1684170,14,Customer_13
60851,1699369,20,Customer_29
60853,1617826,23,Customer_33
60854,1697872,14,Customer_09
60858,1672707,14,Customer_21
60860,1651299,14,Customer_31
60862,1668346,14,Customer_21
60863,1682760,14,Customer_29
60865,1674380,24,Customer_28
60866,1652611,14,Customer_14
60868,1699676,14,Customer_27
60869,1656353,14,Customer_24
60871,1682763,14,Customer_46
60873,1699792,14,Customer_27
60874,1699976,14,Customer_05
60876,1683432,14,Customer_46
60880,1671833,14,Customer_10
60881,1672091,14,Customer_13
60882,1672721,14,Customer_28
60883,1669702,14,Customer_26
60884,1683200,14,Customer_32
60885,1651366,14,Customer_24
60888,1658528,14,Customer_13
60889,1672722,14,Customer_18
60891,1689548,14,Customer_29
60892,1689549,14,Customer_09
60893,1699268,14,Customer_29
60894,1682760,14,Customer_38
60895,1672713,14,Customer_13
60897,1687661,14,Customer_14
60898,1675655,14,Customer_24
60901,1666954,14,Customer_15
60902,1692731,27,Customer_21
60904,1672707,14,Customer_39
60905,1675655,14,Customer_32
60906,1682709,14,Customer_09
60907,1684755,14,Customer_39
60908,1688610,14,Customer_33
60910,1699770,14,Customer_44
60914,1682681,14,Customer_10
60919,1654766,14,Customer_23
60921,1691546,14,Customer_29
60922,1696488,14,Customer_31
60925,1692950,14,Customer_24
60931,1699948,14,Customer_08
60933,1699249,14,Customer_27
60936,1679638,14,Customer_14
60937,1629341,14,Customer_15
60938,1672722,14,Customer_14
60941,1656944,23,Customer_21
60942,1685963,23,Customer_33
60946,1685760,14,Customer_36
60957,1699570,14,Customer_29
60959,1681882,19,Customer_21
60960,1656839,14,Customer_31
60962,1699946,14,Customer_08
60963,1699953,14,Customer_07
60965,1682832,14,Customer_05
60970,1682802,14,Customer_42
60974,1699951,14,Customer_42
60975,1688629,14,Customer_39
60978,1654623,14,Customer_13
60979,1668550,14,Customer_25
60980,1702654,27,Customer_16
60982,1671426,14,Customer_45
60987,1684170,15,Customer_13
60989,1689548,14,Customer_34
60998,1651377,14,Customer_05
60999,1666317,14,Customer_14
61000,1700569,14,Customer_28
61003,1690630,14,Customer_46
61004,1682210,14,Customer_36
61005,1682769,14,Customer_28
61006,1699368,14,Customer_25
61008,1681885,19,Customer_31
61011,1649002,14,Customer_32
61012,1670498,24,Customer_21
61014,1695062,14,Customer_22
61016,1694456,14,Customer_36
61018,1699416,14,Customer_42
61019,1693001,14,Customer_29
61021,1700362,14,Customer_46
61023,1688575,14,Customer_09
61025,1699220,14,Customer_42
61026,1688571,14,Customer_39
61027,1699842,14,Customer_27
61029,1675654,14,Customer_13
61035,1689782,14,Customer_46
61036,1667817,14,Customer_14
61037,1654622,14,Customer_26
61039,1699976,14,Customer_46
61040,1654621,14,Customer_13
61044,1679991,23,Customer_30
61047,1663347,14,Customer_20
61049,1683282,14,Customer_28
61050,1682769,14,Customer_38
61051,1650904,14,Customer_39
61052,1671942,14,Customer_32
61053,1682832,14,Customer_46
61054,1668550,14,Customer_21
61056,1699372,14,Customer_22
61057,1649002,14,Customer_21
61058,1683197,14,Customer_24
61063,1696488,14,Customer_13
61066,1685329,23,Customer_28
61069,1697085,14,Customer_08
61070,1680245,23,Customer_42
61071,1692987,14,Customer_29
61077,1655723,14,Customer_14
61078,1685330,23,Customer_30
61085,1666507,14,Customer_13
61086,1682745,14,Customer_13
61088,1699540,14,Customer_42
61091,1689780,14,Customer_21
61093,1672664,14,Customer_21
61094,1660585,14,Customer_24
61098,1694720,14,Customer_31
61099,1682736,14,Customer_09
61100,1677884,14,Customer_14
61101,1699283,14,Customer_29
61103,1677878,14,Customer_18
61104,1700142,14,Customer_21
61107,1681883,19,Customer_31
61108,1700362,14,Customer_28
61113,1657475,14,Customer_13
61115,1699372,14,Customer_42
61116,1696074,14,Customer_32
61117,1687774,14,Customer_36
61119,1660153,14,Customer_15
61121,1689782,14,Customer_21
61122,1689146,14,Customer_23
61123,1658528,14,Customer_22
61202,1678674,14,
61203,1642993,14,
61204,1681878,18,
61205,1685256,24,
61207,1675507,28,
61208,1689547,14,
61209,1690001,14,
61210,1681878,21,
61216,1684772,22,
61217,1675670,14,
61218,1671807,14,
61223,1700130,14,
61224,1653584,14,
61225,1694812,27,
61226,1680742,22,
61227,1694775,27,
61230,1682787,14,
61231,1690627,21,
61232,1655985,24,
61234,1684752,17,
61235,1679953,12,
61237,1660668,14,
61238,1699949,15,
61240,1666317,14,
61242,1693035,27,
61243,1699792,14,
61244,1689553,14,
61247,1677891,14,
61248,1681954,16,
61251,1680697,21,
61253,1635536,14,
61254,1686215,14,
61255,1700307,12,
61256,1699570,14,
61257,1699540,20,
61258,1692224,12,
61264,1688288,14,
61266,1684725,22,
61267,1683800,15,
61268,1699682,14,
61269,1684645,21,
61272,1700304,12,
61274,1683403,13,
61275,1696758,14,
61276,1690627,13,
61279,1682766,14,
61280,1685722,15,
61283,1684768,15,
61284,1685546,24,
61285,1672706,14,
61286,1668351,27,
61287,1692333,20,
61290,1661320,16,
61291,1699676,14,
61294,1680434,12,
61295,1692656,27,
61297,1683409,14,
61298,1682826,14,
61301,1680781,14,
61302,1681955,16,
61303,1699769,15,
61305,1684644,22,
61306,1688598,14,
61308,1664061,14,
61310,1667071,16,
61311,1687416,12,
61313,1684864,14,
61314,1691461,27,
61315,1692987,14,
61316,1697884,27,
61317,1699546,14,
61319,1682709,21,
61320,1688589,21,
61321,1684668,21,
61324,1679991,23,
61329,1699246,14,
61332,1699974,14,
61333,1692115,16,
61337,1673604,12,
61338,1668547,14,
61339,1679571,14,
61345,1681700,23,
61346,1682745,14,
61348,1674085,14,
61349,1668127,14,
61350,1690529,12,
61351,1699548,14,
61352,1682727,13,
61353,1691760,24,
61356,1699315,14,
61362,1673354,12,
61364,1696114,16,
61365,1668421,16,
61366,1683361,16,
61367,1683558,14,
61368,1682859,13,
61370,1683146,22,
61372,1667164,16,
61373,1688924,27,
61374,1682796,14,
61375,1696212,14,
61381,1682210,14,
61387,1689461,23,
61389,1682853,21,
61390,1685211,14,
61391,1682802,13,
61392,1668545,14,
61394,1652887,24,
61395,1699239,14,
61396,1683527,16,
61398,1657013,23,
61400,1677501,27,
61401,1685321,23,
61402,1681136,12,
61403,1684740,21,
61404,1688678,15,
61405,1697938,15,
61406,1699954,15,
61407,1666470,14,
61408,1687670,12,
61409,1694561,12,
61410,1685370,14,
61413,1683354,16,
61415,1688768,27,
61416,1654623,14,
61417,1663396,14,
61418,1688746,15,
61421,1668419,16,
61422,1672720,14,
61423,1699022,14,
61424,1686209,17,
61426,1684649,22,
61427,1672028,14,
61428,1684497,24,
61429,1685173,27,
61430,1699576,14,
61431,1661321,16,
61432,1685279,24,
61434,1685333,23,
61437,1671248,23,
61440,1691546,13,
61443,1636236,14,
61444,1622685,14,
61447,1686657,23,
61449,1685269,24,
61450,1668550,14,
61451,1692105,16,
61453,1680738,15,
61455,1688285,13,
61457,1699311,14,
61458,1677350,27,
61459,1683432,13,
61463,1686433,27,
61464,1690628,13,
61465,1690123,12,
61467,1691548,21,
61468,1692946,14,
61469,1667817,14,
61470,1656944,23,
61471,1683401,13,
61473,1684668,16,
61474,1697082,16,
61476,1688610,14,
61477,1683525,16,
61479,1694565,12,
61480,1669083,27,
61481,1686754,15,
61482,1690619,14,
61485,1664260,14,
61486,1685245,24,
61487,1684646,21,
61488,1692109,16,
61491,1682796,13,
61492,1680742,21,
61493,1688629,13,
61494,1654251,14,
61498,1698924,14,
61500,1694217,28,
61501,1692113,17,
61502,1650685,14,
61503,1699310,14,
61504,1694720,14,
61506,1683401,14,
61507,1679087,12,
61508,1682787,21,
61510,1664343,16,
61513,1672709,14,
61517,1682651,21,
61518,1684767,21,
61523,1664500,29,
61525,1689550,13,
61526,1682736,13,
61527,1697081,14,
61531,1682763,22,
61535,1684330,15,
61536,1672986,19,
61538,1689296,14,
61539,1674853,14,
61541,1699974,15,
61542,1685825,12,
61544,1685257,24,
61545,1677199,12,
61547,1684741,13,
61548,1684636,15,
61550,1684743,14,
61551,1695139,14,
61552,1689551,14,
61554,1683633,14,
61555,1696298,14,
61557,1696864,12,
61558,1660530,14,
61559,1657437,14,
61561,1682796,22,
61562,1688290,21,
61564,1683397,13,
61566,1693865,14,
61567,1671833,14,
61568,1663140,19,
61569,1699834,14,
61570,1687626,27,
61572,1683286,16,
61573,1699771,14,
61574,1690490,12,
61575,1661119,23,
61576,1699620,27,
61580,1629341,14,
61583,1682772,13,
61585,1683802,21,
61587,1683795,17,
61589,1690294,14,
61590,1692107,14,
61591,1699952,14,
61593,1696754,14,
61594,1694560,12,
61595,1665087,16,
61601,1697951,14,
61602,1699557,14,
61612,1688292,22,
61616,1687418,12,
61617,1673790,12,
61619,1688285,21,
61620,1662552,14,
61621,1683417,21,
61623,1697939,15,
61625,1696203,24,
61628,1661319,16,
61629,1656347,14,
61630,1688954,12,
61632,1650586,14,
61635,1697883,27,
61636,1684773,13,
61639,1699336,27,
61640,1699575,14,
61641,1685170,27,
61642,1682799,13,
61643,1689554,14,
61644,1672714,14,
61645,1700887,14,
61646,1684646,17,
61647,1680684,13,
61649,1677865,28,
61651,1685603,15,
61653,1691770,24,
61654,1688695,15,
61655,1650404,23,
61657,1697444,14,
61658,1681721,16,
61659,1683392,22,
61662,1676009,12,
61664,1615677,14,
61667,1701462,14,
61669,1689784,13,
61670,1678494,14,
61671,1693740,14,
61672,1689551,13,
61673,1689033,14,
61674,1683432,14,
61676,1689457,23,
61677,1695348,14,
61678,1684644,21,
61679,1697521,12,
61683,1685246,24,
61684,1682742,14,
61685,1685329,23,
61692,1681897,18,
61693,1688633,13,
61699,1684642,14,
61700,1677884,14,
61701,1683134,21,
61702,1684636,21,
61703,1692108,14,
61705,1699539,14,
61706,1691889,12,
61707,1672721,14,
61711,1685760,14,
61712,1620510,14,
61713,1696074,15,
61716,1692056,16,
61717,1683365,16,
61718,1689782,21,
61719,1695622,12,
61721,1685301,24,
61725,1683739,13,
61727,1650568,14,
61729,1682859,14,
61732,1684560,14,
61734,1691700,14,
61735,1671939,14,
61736,1687191,15,
61737,1691782,24,
61738,1696746,14,
61739,1683704,14,
61741,1693122,14,
61742,1681973,15,
61744,1688294,13,
61747,1690043,15,
61749,1668409,16,
61750,1660153,13,
61752,0,27,
61753,1687424,12,
61754,1689782,13,
61757,1675747,16,
61758,1684728,22,
61760,1689546,21,
61761,1691765,24,
61762,1691763,24,
61765,1691772,24,
61766,1685295,24,
61768,1674598,14,
61771,1685254,24,
61772,1677229,23,
61774,1684722,21,
61776,0,19,
61777,1682811,14,
61778,1699772,14,
61779,1683140,15,
61780,1650715,23,
61782,1683739,21,
61783,1702653,27,
61785,1674181,24,
61786,1690001,21,
61789,1690630,13,
61790,1678648,14,
61791,1685213,14,
61793,1686758,15,
61794,1679945,12,
61796,1664344,16,
61797,1701406,14,
61804,1697087,14,
61805,1688929,27,
61808,1691780,24,
61809,1657064,14,
61810,1697102,16,
61811,1672091,14,
61812,1666990,23,
61813,1666524,14,
61816,1636782,14,
61817,1668606,14,
61819,1678759,14,
61820,1673058,16,
61821,1666985,27,
61823,1688587,14,
61826,1684728,13,
61828,1684743,21,
61830,1699220,14,
61831,1680503,24,
61832,1680734,14,
61833,1687643,17,
61835,1680674,13,
61837,1696488,14,
61838,1685628,15,
61840,1682715,22,
61842,1690632,14,
61843,1682594,23,
61844,1688695,21,
61846,1694911,12,
61849,1677163,12,
61852,1673316,12,
61854,1685260,24,
61857,1677250,27,
61860,1675500,16,
61861,1655723,14,
61862,1685595,16,
61865,1672049,14,
61866,1685214,14,
61867,1684725,17,
61868,1696549,12,
61869,1674111,16,
61871,1694845,12,
61873,1661316,16,
61875,1660677,14,
61879,1696573,27,
61881,1679995,24,
61882,1653969,24,
61884,1691893,12,
61885,1672661,14,
61888,1669083,29,
61889,1683773,13,
61890,1683769,15,
61891,1679993,24,
61892,1699770,15,
61895,1683354,17,
61896,1685963,23,
61897,1666961,23,
61901,1668382,27,
61902,1694566,12,
61903,1657475,14,
61904,1695349,14,
61905,1684722,22,
61906,1667143,16,
61907,1669095,12,
61908,1689556,14,
61910,1672110,14,
61913,1698977,14,
61915,1700382,14,
61916,1692899,20,
61918,1684644,17,
61919,1683294,16,
61920,1678652,14,
61921,1668555,14,
61924,1684730,13,
61927,1670203,14,
61928,1699573,14,
61930,1682502,12,
61932,1694387,24,
61933,1686758,22,
61937,1656873,16,
61938,1691771,24,
61939,1700769,14,
61941,1680697,15,
61944,1685248,24,
61947,1684755,14,
61949,1699173,14,
61951,1685330,23,
61952,1684634,15,
61953,1682778,13,
61954,1672986,18,
61955,1699290,14,
61956,1660748,16,
61957,1697952,15,
61958,1679956,12,
61959,1665542,12,
61960,1692722,27,
61961,1696757,14,
61962,1699540,14,
61965,1686435,27,
61966,1656839,14,
61969,1700128,14,
61970,1697781,23,
61972,1683709,18,
61976,1692105,14,
61980,1654622,14,
61981,1697306,15,
61982,1677618,12,
61983,1689781,14,
61984,1683392,14,
61985,1699774,15,
61986,1692106,16,
61987,1685212,14,
61988,1696258,18,
61989,1672344,18,
61992,1683417,22,
61993,1699583,14,
61994,1698129,15,
61995,1684865,14,
61997,1685011,12,
61998,1668350,27,
62001,1674380,12,
62002,1652538,14,
62004,1684772,15,
62005,1682914,23,
62006,1697524,12,
62014,1682793,22,
62015,1683749,15,
62017,1660153,14,
62018,1668039,27,
62019,1672344,19,
62020,1669741,29,
62026,1696263,16,
62029,1697954,15,
62033,1699691,14,
62034,1685274,24,
62035,1668792,27,
62036,1666750,16,
62037,1691701,19,
62039,1667126,14,
62041,1682754,13,
62044,1692723,27,
62045,1695345,14,
62046,1683190,14,
62048,1692899,14,
62051,1696356,27,
62052,1682793,14,
62053,1683191,14,
62054,1680562,14,
62060,1699562,14,
62061,1699561,14,
62062,1677581,16,
62064,1683403,22,
62065,1683749,13,
62067,1694777,27,
62068,1695949,27,
62070,1685837,12,
62073,1683749,22,
62074,1652499,14,
62075,1682959,23,
62076,1656889,16,
62077,1689643,15,
62078,1694456,14,
62080,1683134,15,
62087,1660580,14,
62088,1687644,15,
62089,0,16,
62091,1684771,22,
62092,1696202,24,
62097,1688695,17,
62098,1653973,24,
62099,1668607,14,
62100,1658528,14,
62103,1685009,12,
62104,1689888,12,
62105,1694985,12,
62106,1693192,14,
62107,1646909,14,
62108,1685298,24,
62109,1695062,14,
62111,0,14,
62113,1696074,14,
62114,1694390,24,
62115,1687354,23,
62118,1684773,22,
62119,1660668,13,
62121,1679946,12,
62122,1689547,22,
62124,1699537,14,
62129,1685174,27,
62130,1682593,12,
62133,1683419,22,
62134,1693001,14,
62136,1665863,12,
62137,1677326,27,
62138,1700366,14,
62141,1701405,14,
62142,1664345,16,
62144,1690491,12,
62146,1682727,14,
62147,1688633,14,
62152,1684772,21,
62154,1692950,14,
62161,1699586,14,
62162,1689780,13,
62169,1682748,14,
62170,1674718,29,
62171,1656889,13,
62175,1692731,27,
62180,1694789,12,
62186,1680736,14,
62189,1698131,15,
62191,1694791,12,
62192,1695687,20,
62194,1697082,14,
62195,1699574,14,
62196,1684637,17,
62197,1674635,23,
62198,1690006,14,
62206,1684005,24,
62208,1699465,14,
62209,1682787,13,
62210,1660583,14,
62212,1689545,22,
62213,1688633,21,
62214,1689546,14,
62215,1670726,12,
62217,1675662,14,
62218,1696256,18,
62219,1677568,16,
62220,1699950,14,
62221,1699368,14,
62222,1691701,18,
62223,1682341,14,
62224,1666994,23,
62228,1700138,14,
62229,1691758,24,
62230,1678427,14,
62232,1699314,14,
